    # BLOCK:          ACTUAL_X:          X_AVE:              ERROR:
           1         1.690424e+03         1.690424e+03         0.000000e+00
           2         1.524753e+03         1.607589e+03         5.857370e+01
           3         1.584720e+03         1.599966e+03         3.954206e+01
           4         1.598475e+03         1.599593e+03         2.965830e+01
           5         1.570695e+03         1.593813e+03         2.428325e+01
           6         1.630872e+03         1.599990e+03         2.100686e+01
           7         1.608133e+03         1.601153e+03         1.803806e+01
           8         1.544952e+03         1.594128e+03         1.709666e+01
           9         1.569442e+03         1.591385e+03         1.541550e+01
          10         1.651384e+03         1.597385e+03         1.499616e+01
          11         1.739057e+03         1.610264e+03         1.834803e+01
          12         1.580385e+03         1.607774e+03         1.698713e+01
          13         1.429742e+03         1.594080e+03         2.046940e+01
          14         1.448546e+03         1.583684e+03         2.148533e+01
          15         1.537777e+03         1.580624e+03         2.026978e+01
          16         1.616540e+03         1.582869e+03         1.912681e+01
          17         1.563770e+03         1.581745e+03         1.803467e+01
          18         1.756009e+03         1.591427e+03         1.945856e+01
          19         1.657546e+03         1.594907e+03         1.874302e+01
          20         1.743412e+03         1.602332e+03         1.922049e+01
