    # BLOCK:          ACTUAL_X:          X_AVE:              ERROR:
           1         3.852134e+03         3.852134e+03         0.000000e+00
           2         3.662763e+03         3.757449e+03         6.695297e+01
           3         4.053448e+03         3.856115e+03         9.209982e+01
           4         4.046264e+03         3.903652e+03         8.041249e+01
           5         4.160657e+03         3.955053e+03         7.906953e+01
           6         4.189636e+03         3.994150e+03         7.493649e+01
           7         3.949183e+03         3.987726e+03         6.450603e+01
           8         3.874386e+03         3.973559e+03         5.797773e+01
           9         3.752900e+03         3.949041e+03         5.648236e+01
          10         4.196481e+03         3.973785e+03         5.599239e+01
          11         4.178198e+03         3.992368e+03         5.389774e+01
          12         4.240499e+03         4.013046e+03         5.322509e+01
          13         3.589669e+03         3.980478e+03         5.824854e+01
          14         4.016212e+03         3.983031e+03         5.414383e+01
          15         3.822299e+03         3.972315e+03         5.158367e+01
          16         3.997932e+03         3.973916e+03         4.838453e+01
          17         3.918525e+03         3.970658e+03         4.564796e+01
          18         3.938924e+03         3.968895e+03         4.314600e+01
          19         4.160720e+03         3.978991e+03         4.203978e+01
          20         3.693886e+03         3.964736e+03         4.228569e+01
