    # BLOCK:          ACTUAL_TE:              TE_AVE:              ERROR:
           1        -4.620360e-01        -4.620360e-01         0.000000e+00
           2        -4.618640e-01        -4.619500e-01         6.081118e-05
           3        -4.618800e-01        -4.619267e-01         4.479418e-05
           4        -4.619240e-01        -4.619260e-01         3.360060e-05
           5        -4.614840e-01        -4.618376e-01         8.351172e-05
           6        -4.610080e-01        -4.616993e-01         1.441339e-04
           7        -4.641480e-01        -4.620491e-01         3.466247e-04
           8        -4.645720e-01        -4.623645e-01         4.230930e-04
           9        -4.602240e-01        -4.621267e-01         4.378561e-04
          10        -4.616760e-01        -4.620816e-01         3.963829e-04
          11        -4.629520e-01        -4.621607e-01         3.681612e-04
          12        -4.622240e-01        -4.621660e-01         3.375189e-04
          13        -4.617520e-01        -4.621342e-01         3.130547e-04
          14        -4.628000e-01        -4.621817e-01         2.942842e-04
          15        -4.612160e-01        -4.621173e-01         2.816196e-04
          16        -4.625520e-01        -4.621445e-01         2.653255e-04
          17        -4.616960e-01        -4.621181e-01         2.510263e-04
          18        -4.618960e-01        -4.621058e-01         2.373835e-04
          19        -4.621360e-01        -4.621074e-01         2.248950e-04
          20        -4.624920e-01        -4.621266e-01         2.144709e-04
