    # BLOCK:          ACTUAL_TE:              TE_AVE:              ERROR:
           1        -8.546880e-01        -8.546880e-01         0.000000e+00
           2        -8.466120e-01        -8.506500e-01         2.855297e-03
           3        -8.444600e-01        -8.485867e-01         2.541980e-03
           4        -8.482920e-01        -8.485130e-01         1.907552e-03
           5        -8.481920e-01        -8.484488e-01         1.527122e-03
           6        -8.473960e-01        -8.482733e-01         1.282642e-03
           7        -8.479240e-01        -8.482234e-01         1.100378e-03
           8        -8.475320e-01        -8.481370e-01         9.662191e-04
           9        -8.477640e-01        -8.480956e-01         8.597498e-04
          10        -8.462240e-01        -8.479084e-01         7.938841e-04
          11        -8.513840e-01        -8.482244e-01         7.820657e-04
          12        -8.530440e-01        -8.486260e-01         8.135143e-04
          13        -8.444480e-01        -8.483046e-01         8.119409e-04
          14        -8.514440e-01        -8.485289e-01         7.842996e-04
          15        -8.447400e-01        -8.482763e-01         7.716162e-04
          16        -8.477440e-01        -8.482430e-01         7.241069e-04
          17        -8.535480e-01        -8.485551e-01         7.457289e-04
          18        -8.454120e-01        -8.483804e-01         7.244543e-04
          19        -8.455960e-01        -8.482339e-01         7.009912e-04
          20        -8.525360e-01        -8.484490e-01         6.981655e-04
