    # BLOCK:          ACTUAL_TE:              TE_AVE:              ERROR:
           1        -9.708720e-01        -9.708720e-01         0.000000e+00
           2        -9.736240e-01        -9.722480e-01         9.729789e-04
           3        -9.783360e-01        -9.742773e-01         1.779385e-03
           4        -9.714040e-01        -9.735590e-01         1.472412e-03
           5        -9.768000e-01        -9.742072e-01         1.312878e-03
           6        -9.712440e-01        -9.737133e-01         1.183314e-03
           7        -9.712520e-01        -9.733617e-01         1.065230e-03
           8        -9.735480e-01        -9.733850e-01         9.323309e-04
           9        -9.716760e-01        -9.731951e-01         8.478555e-04
          10        -9.750320e-01        -9.733788e-01         7.827153e-04
          11        -9.732640e-01        -9.733684e-01         7.116289e-04
          12        -9.769960e-01        -9.736707e-01         7.136536e-04
          13        -9.733840e-01        -9.736486e-01         6.590977e-04
          14        -9.694000e-01        -9.733451e-01         6.782956e-04
          15        -9.758160e-01        -9.735099e-01         6.527711e-04
          16        -9.732840e-01        -9.734957e-01         6.121255e-04
          17        -9.818000e-01        -9.739842e-01         7.459850e-04
          18        -9.705360e-01        -9.737927e-01         7.287238e-04
          19        -9.732680e-01        -9.737651e-01         6.908929e-04
          20        -9.782120e-01        -9.739874e-01         6.912015e-04
