    # BLOCK:          ACTUAL_TE:              TE_AVE:              ERROR:
           1        -5.528600e-01        -5.528600e-01         0.000000e+00
           2        -5.558280e-01        -5.543440e-01         1.049346e-03
           3        -5.543320e-01        -5.543400e-01         6.995719e-04
           4        -5.535240e-01        -5.541360e-01         5.536244e-04
           5        -5.537240e-01        -5.540536e-01         4.489898e-04
           6        -5.543360e-01        -5.541007e-01         3.766170e-04
           7        -5.559520e-01        -5.543651e-01         4.051720e-04
           8        -5.556880e-01        -5.545305e-01         3.867990e-04
           9        -5.518800e-01        -5.542360e-01         4.419351e-04
          10        -5.536360e-01        -5.541760e-01         4.017940e-04
          11        -5.561400e-01        -5.543545e-01         4.029896e-04
          12        -5.542960e-01        -5.543497e-01         3.694366e-04
          13        -5.553520e-01        -5.544268e-01         3.489715e-04
          14        -5.548240e-01        -5.544551e-01         3.251964e-04
          15        -5.518280e-01        -5.542800e-01         3.474944e-04
          16        -5.562000e-01        -5.544000e-01         3.458757e-04
          17        -5.564120e-01        -5.545184e-01         3.451859e-04
          18        -5.553880e-01        -5.545667e-01         3.293726e-04
          19        -5.542840e-01        -5.545518e-01         3.123730e-04
          20        -5.560280e-01        -5.546256e-01         3.053502e-04
