    # BLOCK:          ACTUAL_TE:              TE_AVE:              ERROR:
           1        -7.608800e-01        -7.608800e-01         0.000000e+00
           2        -7.636080e-01        -7.622440e-01         9.644936e-04
           3        -7.594120e-01        -7.613000e-01         1.003760e-03
           4        -7.596680e-01        -7.608920e-01         8.316165e-04
           5        -7.607400e-01        -7.608616e-01         6.658486e-04
           6        -7.623520e-01        -7.611100e-01         5.994195e-04
           7        -7.649960e-01        -7.616651e-01         7.267294e-04
           8        -7.620560e-01        -7.617140e-01         6.375284e-04
           9        -7.639160e-01        -7.619587e-01         6.118417e-04
          10        -7.600640e-01        -7.617692e-01         5.792508e-04
          11        -7.625360e-01        -7.618389e-01         5.307696e-04
          12        -7.602320e-01        -7.617050e-01         5.031475e-04
          13        -7.621640e-01        -7.617403e-01         4.656810e-04
          14        -7.613920e-01        -7.617154e-01         4.330821e-04
          15        -7.599760e-01        -7.615995e-01         4.194477e-04
          16        -7.631240e-01        -7.616948e-01         4.039098e-04
          17        -7.637240e-01        -7.618141e-01         3.973975e-04
          18        -7.608760e-01        -7.617620e-01         3.787220e-04
          19        -7.586920e-01        -7.616004e-01         3.917440e-04
          20        -7.643560e-01        -7.617382e-01         3.956445e-04
