    # BLOCK:          ACTUAL_TE:              TE_AVE:              ERROR:
           1        -6.145640e-01        -6.145640e-01         0.000000e+00
           2        -6.148440e-01        -6.147040e-01         9.899495e-05
           3        -6.129520e-01        -6.141200e-01         4.813795e-04
           4        -6.120840e-01        -6.136110e-01         5.697866e-04
           5        -6.129840e-01        -6.134856e-01         4.694257e-04
           6        -6.155840e-01        -6.138353e-01         5.049316e-04
           7        -6.156240e-01        -6.140909e-01         4.932337e-04
           8        -6.136480e-01        -6.140355e-01         4.346748e-04
           9        -6.096320e-01        -6.135462e-01         6.017319e-04
          10        -6.119440e-01        -6.133860e-01         5.624854e-04
          11        -6.152720e-01        -6.135575e-01         5.368458e-04
          12        -6.131280e-01        -6.135217e-01         4.933001e-04
          13        -6.139600e-01        -6.135554e-01         4.565048e-04
          14        -6.141360e-01        -6.135969e-01         4.257770e-04
          15        -6.095760e-01        -6.133288e-01         4.743255e-04
          16        -6.144280e-01        -6.133975e-01         4.496277e-04
          17        -6.141680e-01        -6.134428e-01         4.254573e-04
          18        -6.133160e-01        -6.134358e-01         4.018791e-04
          19        -6.120760e-01        -6.133642e-01         3.870475e-04
          20        -6.149680e-01        -6.134444e-01         3.759103e-04
