    #generation:          shortest_distance:          average_of_top_300:
           1              7.784871e+00                   1.110678e+01
           2              7.351140e+00                   9.964019e+00
           3              7.048946e+00                   8.846231e+00
           4              6.370552e+00                   8.141175e+00
           5              6.161656e+00                   7.656048e+00
           6              5.916331e+00                   7.148617e+00
           7              5.786053e+00                   6.813213e+00
           8              5.374851e+00                   6.520532e+00
           9              4.867043e+00                   6.223795e+00
          10              4.867043e+00                   5.992544e+00
          11              4.233089e+00                   5.693310e+00
          12              4.233089e+00                   5.481009e+00
          13              4.169676e+00                   5.212954e+00
          14              3.837427e+00                   4.935237e+00
          15              3.837427e+00                   4.619800e+00
          16              3.796775e+00                   4.400029e+00
          17              3.643906e+00                   4.278108e+00
          18              3.643906e+00                   4.106695e+00
          19              3.339710e+00                   4.014568e+00
          20              3.254912e+00                   3.841106e+00
          21              3.214898e+00                   3.825897e+00
          22              3.092707e+00                   3.729207e+00
          23              3.092707e+00                   3.591667e+00
          24              2.857654e+00                   3.532619e+00
          25              2.797461e+00                   3.334742e+00
          26              2.797461e+00                   3.246578e+00
          27              2.604192e+00                   3.207939e+00
          28              2.604192e+00                   3.044858e+00
          29              2.604192e+00                   2.936654e+00
          30              2.525189e+00                   2.852878e+00
          31              2.488529e+00                   2.773399e+00
          32              2.345820e+00                   2.676008e+00
          33              2.345820e+00                   2.649991e+00
          34              2.257905e+00                   2.685695e+00
          35              2.225806e+00                   2.625998e+00
          36              2.218341e+00                   2.565401e+00
          37              2.218198e+00                   2.440590e+00
          38              2.118038e+00                   2.370154e+00
          39              2.118038e+00                   2.321966e+00
          40              2.094051e+00                   2.247954e+00
          41              2.094051e+00                   2.215121e+00
          42              2.094051e+00                   2.213874e+00
          43              2.094051e+00                   2.199013e+00
          44              2.062448e+00                   2.218999e+00
          45              1.962145e+00                   2.197952e+00
          46              1.962145e+00                   2.128565e+00
          47              1.935474e+00                   2.098055e+00
          48              1.893457e+00                   2.068236e+00
          49              1.893457e+00                   2.040907e+00
          50              1.781655e+00                   2.050693e+00
          51              1.781655e+00                   2.053181e+00
          52              1.781655e+00                   2.019244e+00
          53              1.712967e+00                   1.938249e+00
          54              1.712967e+00                   1.915371e+00
          55              1.712967e+00                   1.884377e+00
          56              1.712967e+00                   1.882773e+00
          57              1.712967e+00                   1.813395e+00
          58              1.620255e+00                   1.753582e+00
          59              1.612395e+00                   1.746058e+00
          60              1.575097e+00                   1.758056e+00
          61              1.575097e+00                   1.722232e+00
          62              1.509837e+00                   1.700606e+00
          63              1.405837e+00                   1.697752e+00
          64              1.405837e+00                   1.622951e+00
          65              1.401941e+00                   1.576281e+00
          66              1.374547e+00                   1.543328e+00
          67              1.374547e+00                   1.465187e+00
          68              1.369665e+00                   1.445524e+00
          69              1.346793e+00                   1.420895e+00
          70              1.346793e+00                   1.396607e+00
          71              1.317639e+00                   1.387107e+00
          72              1.317639e+00                   1.374528e+00
          73              1.206389e+00                   1.361261e+00
          74              1.206389e+00                   1.337396e+00
          75              1.206389e+00                   1.297974e+00
          76              1.202493e+00                   1.266137e+00
          77              1.188654e+00                   1.249589e+00
          78              1.152016e+00                   1.224154e+00
          79              1.152016e+00                   1.208562e+00
          80              1.138177e+00                   1.195338e+00
          81              1.134281e+00                   1.186132e+00
          82              1.130327e+00                   1.166032e+00
          83              1.116127e+00                   1.158437e+00
          84              1.112173e+00                   1.157404e+00
          85              1.108278e+00                   1.169583e+00
          86              1.108278e+00                   1.178839e+00
          87              1.107486e+00                   1.192554e+00
          88              1.107486e+00                   1.181708e+00
          89              1.104278e+00                   1.161282e+00
          90              1.104278e+00                   1.116698e+00
          91              1.092727e+00                   1.116544e+00
          92              1.092727e+00                   1.105870e+00
          93              1.092727e+00                   1.109990e+00
          94              1.087778e+00                   1.103259e+00
          95              1.086986e+00                   1.119438e+00
          96              1.086986e+00                   1.113659e+00
          97              1.086986e+00                   1.102052e+00
          98              1.086986e+00                   1.103564e+00
          99              1.086986e+00                   1.109873e+00
         100              1.086986e+00                   1.099190e+00
         101              1.086986e+00                   1.098332e+00
         102              1.086986e+00                   1.103654e+00
         103              1.086986e+00                   1.087007e+00
         104              1.086986e+00                   1.088498e+00
         105              1.086986e+00                   1.088457e+00
         106              1.086986e+00                   1.090092e+00
         107              1.086986e+00                   1.087934e+00
         108              1.086986e+00                   1.091255e+00
         109              1.086986e+00                   1.090043e+00
         110              1.086986e+00                   1.090225e+00
         111              1.086986e+00                   1.107981e+00
         112              1.086986e+00                   1.089785e+00
         113              1.086986e+00                   1.101374e+00
         114              1.086986e+00                   1.092304e+00
         115              1.086986e+00                   1.088337e+00
         116              1.086986e+00                   1.089533e+00
         117              1.086986e+00                   1.094755e+00
         118              1.068175e+00                   1.093224e+00
         119              1.068175e+00                   1.100545e+00
         120              1.068175e+00                   1.084804e+00
         121              1.068175e+00                   1.082844e+00
         122              1.068175e+00                   1.080795e+00
         123              1.068175e+00                   1.075293e+00
         124              1.068175e+00                   1.080122e+00
         125              1.068175e+00                   1.076985e+00
         126              1.068175e+00                   1.074586e+00
         127              1.068175e+00                   1.081660e+00
         128              1.068175e+00                   1.068546e+00
         129              1.068175e+00                   1.093338e+00
         130              1.068175e+00                   1.084152e+00
         131              1.068175e+00                   1.082915e+00
