    # BLOCK:          ACTUAL_TE:              TE_AVE:              ERROR:
           1        -4.803600e-01        -4.803600e-01         0.000000e+00
           2        -4.851960e-01        -4.827780e-01         1.709784e-03
           3        -4.827880e-01        -4.827813e-01         1.139859e-03
           4        -4.820800e-01        -4.826060e-01         8.682747e-04
           5        -4.806600e-01        -4.822168e-01         7.769671e-04
           6        -4.827320e-01        -4.823027e-01         6.522002e-04
           7        -4.835880e-01        -4.824863e-01         5.843051e-04
           8        -4.824960e-01        -4.824875e-01         5.112682e-04
           9        -4.835480e-01        -4.826053e-01         4.678423e-04
          10        -4.814160e-01        -4.824864e-01         4.359135e-04
          11        -4.832480e-01        -4.825556e-01         4.017458e-04
          12        -4.822720e-01        -4.825320e-01         3.689616e-04
          13        -4.823560e-01        -4.825185e-01         3.408282e-04
          14        -4.833760e-01        -4.825797e-01         3.219404e-04
          15        -4.827920e-01        -4.825939e-01         3.007886e-04
          16        -4.828880e-01        -4.826123e-01         2.825505e-04
          17        -4.846560e-01        -4.827325e-01         2.903817e-04
          18        -4.815120e-01        -4.826647e-01         2.820544e-04
          19        -4.828920e-01        -4.826766e-01         2.674631e-04
          20        -4.818240e-01        -4.826340e-01         2.574651e-04
