    # BLOCK:          ACTUAL_TE:              TE_AVE:              ERROR:
           1        -6.129160e-01        -6.129160e-01         0.000000e+00
           2        -6.128320e-01        -6.128740e-01         2.969849e-05
           3        -6.117960e-01        -6.125147e-01         2.940617e-04
           4        -6.115280e-01        -6.122680e-01         3.070407e-04
           5        -6.130360e-01        -6.124216e-01         2.814422e-04
           6        -6.129960e-01        -6.125173e-01         2.502881e-04
           7        -6.138120e-01        -6.127023e-01         2.744902e-04
           8        -6.124000e-01        -6.126645e-01         2.427658e-04
           9        -6.125040e-01        -6.126467e-01         2.164458e-04
          10        -6.112960e-01        -6.125116e-01         2.331657e-04
          11        -6.122080e-01        -6.124840e-01         2.135961e-04
          12        -6.124280e-01        -6.124793e-01         1.958474e-04
          13        -6.160240e-01        -6.127520e-01         3.182928e-04
          14        -6.137840e-01        -6.128257e-01         3.039736e-04
          15        -6.109320e-01        -6.126995e-01         3.088147e-04
          16        -6.156400e-01        -6.128833e-01         3.398287e-04
          17        -6.145920e-01        -6.129838e-01         3.343736e-04
          18        -6.122360e-01        -6.129422e-01         3.183675e-04
          19        -6.143440e-01        -6.130160e-01         3.100420e-04
          20        -6.147920e-01        -6.131048e-01         3.069934e-04
