    # BLOCK:          ACTUAL_TE:              TE_AVE:              ERROR:
           1        -5.520560e-01        -5.520560e-01         0.000000e+00
           2        -5.574200e-01        -5.547380e-01         1.896460e-03
           3        -5.533840e-01        -5.542867e-01         1.316918e-03
           4        -5.526600e-01        -5.538800e-01         1.048600e-03
           5        -5.545760e-01        -5.540192e-01         8.480690e-04
           6        -5.546840e-01        -5.541300e-01         7.139255e-04
           7        -5.562040e-01        -5.544263e-01         6.706044e-04
           8        -5.544960e-01        -5.544350e-01         5.868355e-04
           9        -5.558840e-01        -5.545960e-01         5.432682e-04
          10        -5.527040e-01        -5.544068e-01         5.208461e-04
          11        -5.537280e-01        -5.543451e-01         4.771380e-04
          12        -5.538280e-01        -5.543020e-01         4.393180e-04
          13        -5.562520e-01        -5.544520e-01         4.303710e-04
          14        -5.565880e-01        -5.546046e-01         4.258165e-04
          15        -5.524600e-01        -5.544616e-01         4.207466e-04
          16        -5.565920e-01        -5.545948e-01         4.149838e-04
          17        -5.551520e-01        -5.546275e-01         3.918655e-04
          18        -5.548040e-01        -5.546373e-01         3.702178e-04
          19        -5.542800e-01        -5.546185e-01         3.512100e-04
          20        -5.536600e-01        -5.545706e-01         3.369037e-04
