    # BLOCK:          ACTUAL_TE:              TE_AVE:              ERROR:
           1        -8.063280e-01        -8.063280e-01         0.000000e+00
           2        -8.054920e-01        -8.059100e-01         2.955706e-04
           3        -8.037280e-01        -8.051827e-01         6.257023e-04
           4        -8.032680e-01        -8.047040e-01         6.261485e-04
           5        -8.063320e-01        -8.050296e-01         5.794238e-04
           6        -8.026720e-01        -8.046367e-01         6.015073e-04
           7        -8.071440e-01        -8.049949e-01         6.130189e-04
           8        -8.073200e-01        -8.052855e-01         6.013568e-04
           9        -8.035560e-01        -8.050933e-01         5.644087e-04
          10        -8.044200e-01        -8.050260e-01         5.119685e-04
          11        -8.053600e-01        -8.050564e-01         4.663255e-04
          12        -8.031560e-01        -8.048980e-01         4.535586e-04
          13        -8.040440e-01        -8.048323e-01         4.234001e-04
          14        -8.065320e-01        -8.049537e-01         4.101943e-04
          15        -8.039280e-01        -8.048853e-01         3.885059e-04
          16        -8.027840e-01        -8.047540e-01         3.857846e-04
          17        -8.065120e-01        -8.048574e-01         3.766965e-04
          18        -8.012200e-01        -8.046553e-01         4.063725e-04
          19        -8.036960e-01        -8.046048e-01         3.881085e-04
          20        -8.063480e-01        -8.046920e-01         3.783631e-04
