    # BLOCK:          ACTUAL_TE:              TE_AVE:              ERROR:
           1        -5.827720e-01        -5.827720e-01         0.000000e+00
           2        -5.841600e-01        -5.834660e-01         4.907321e-04
           3        -5.822160e-01        -5.830493e-01         4.719862e-04
           4        -5.812320e-01        -5.825950e-01         5.292662e-04
           5        -5.838000e-01        -5.828360e-01         4.751246e-04
           6        -5.827320e-01        -5.828187e-01         3.962532e-04
           7        -5.832240e-01        -5.828766e-01         3.438504e-04
           8        -5.809560e-01        -5.826365e-01         3.754360e-04
           9        -5.833400e-01        -5.827147e-01         3.417613e-04
          10        -5.814320e-01        -5.825864e-01         3.307805e-04
          11        -5.824240e-01        -5.825716e-01         3.010388e-04
          12        -5.810800e-01        -5.824473e-01         3.005217e-04
          13        -5.843640e-01        -5.825948e-01         3.114781e-04
          14        -5.829200e-01        -5.826180e-01         2.900946e-04
          15        -5.802440e-01        -5.824597e-01         3.109449e-04
          16        -5.830360e-01        -5.824958e-01         2.935893e-04
          17        -5.841800e-01        -5.825948e-01         2.925586e-04
          18        -5.826480e-01        -5.825978e-01         2.763203e-04
          19        -5.834400e-01        -5.826421e-01         2.653088e-04
          20        -5.829200e-01        -5.826560e-01         2.524070e-04
