    # BLOCK:          ACTUAL_TE:              TE_AVE:              ERROR:
           1        -6.462360e-01        -6.462360e-01         0.000000e+00
           2        -6.488240e-01        -6.475300e-01         9.149962e-04
           3        -6.455960e-01        -6.468853e-01         8.057048e-04
           4        -6.453560e-01        -6.465030e-01         6.890477e-04
           5        -6.463320e-01        -6.464688e-01         5.520863e-04
           6        -6.475560e-01        -6.466500e-01         4.889042e-04
           7        -6.465440e-01        -6.466349e-01         4.192952e-04
           8        -6.468240e-01        -6.466585e-01         3.675493e-04
           9        -6.453120e-01        -6.465089e-01         3.558597e-04
          10        -6.463200e-01        -6.464900e-01         3.207747e-04
          11        -6.447880e-01        -6.463353e-01         3.268065e-04
          12        -6.464040e-01        -6.463410e-01         2.996228e-04
          13        -6.491160e-01        -6.465545e-01         3.443173e-04
          14        -6.457400e-01        -6.464963e-01         3.246007e-04
          15        -6.446520e-01        -6.463733e-01         3.254146e-04
          16        -6.488600e-01        -6.465288e-01         3.401708e-04
          17        -6.478480e-01        -6.466064e-01         3.288934e-04
          18        -6.443920e-01        -6.464833e-01         3.328345e-04
          19        -6.464120e-01        -6.464796e-01         3.153380e-04
          20        -6.487080e-01        -6.465910e-01         3.186484e-04
