    # BLOCK:          ACTUAL_TE:              TE_AVE:              ERROR:
           1        -5.822320e-01        -5.822320e-01         0.000000e+00
           2        -5.841960e-01        -5.832140e-01         6.943789e-04
           3        -5.824680e-01        -5.829653e-01         5.054875e-04
           4        -5.818120e-01        -5.826770e-01         4.539612e-04
           5        -5.817560e-01        -5.824928e-01         3.987924e-04
           6        -5.837960e-01        -5.827100e-01         3.869812e-04
           7        -5.845600e-01        -5.829743e-01         4.121802e-04
           8        -5.826320e-01        -5.829315e-01         3.628715e-04
           9        -5.787960e-01        -5.824720e-01         5.401114e-04
          10        -5.805880e-01        -5.822836e-01         5.179175e-04
          11        -5.842600e-01        -5.824633e-01         5.010312e-04
          12        -5.822440e-01        -5.824450e-01         4.596117e-04
          13        -5.833800e-01        -5.825169e-01         4.298476e-04
          14        -5.820040e-01        -5.824803e-01         4.007025e-04
          15        -5.796320e-01        -5.822904e-01         4.165581e-04
          16        -5.852080e-01        -5.824728e-01         4.285810e-04
          17        -5.847200e-01        -5.826049e-01         4.232661e-04
          18        -5.828680e-01        -5.826196e-01         4.000036e-04
          19        -5.819240e-01        -5.825829e-01         3.806222e-04
          20        -5.843000e-01        -5.826688e-01         3.711473e-04
