    # BLOCK:          ACTUAL_TE:              TE_AVE:              ERROR:
           1        -6.825280e-01        -6.825280e-01         0.000000e+00
           2        -6.842560e-01        -6.833920e-01         6.109403e-04
           3        -6.808680e-01        -6.825507e-01         7.986129e-04
           4        -6.822000e-01        -6.824630e-01         6.037522e-04
           5        -6.810040e-01        -6.821712e-01         5.490068e-04
           6        -6.827240e-01        -6.822633e-01         4.651723e-04
           7        -6.833560e-01        -6.824194e-01         4.241012e-04
           8        -6.837960e-01        -6.825915e-01         4.044925e-04
           9        -6.816280e-01        -6.824844e-01         3.734473e-04
          10        -6.811160e-01        -6.823476e-01         3.603036e-04
          11        -6.838320e-01        -6.824825e-01         3.519133e-04
          12        -6.828080e-01        -6.825097e-01         3.236306e-04
          13        -6.841960e-01        -6.826394e-01         3.236905e-04
          14        -6.845280e-01        -6.827743e-01         3.274761e-04
          15        -6.807960e-01        -6.826424e-01         3.311385e-04
          16        -6.834400e-01        -6.826923e-01         3.141722e-04
          17        -6.842480e-01        -6.827838e-01         3.087325e-04
          18        -6.847360e-01        -6.828922e-01         3.100465e-04
          19        -6.798840e-01        -6.827339e-01         3.316995e-04
          20        -6.826840e-01        -6.827314e-01         3.151239e-04
