    # BLOCK:          ACTUAL_TE:              TE_AVE:              ERROR:
           1        -8.946200e-01        -8.946200e-01         0.000000e+00
           2        -8.865240e-01        -8.905720e-01         2.862368e-03
           3        -8.866080e-01        -8.892507e-01         2.192111e-03
           4        -8.942760e-01        -8.905070e-01         1.971494e-03
           5        -8.953560e-01        -8.914768e-01         1.799987e-03
           6        -8.937160e-01        -8.918500e-01         1.538192e-03
           7        -8.888760e-01        -8.914251e-01         1.375873e-03
           8        -8.927080e-01        -8.915855e-01         1.213198e-03
           9        -8.884520e-01        -8.912373e-01         1.127251e-03
          10        -8.901200e-01        -8.911256e-01         1.020048e-03
          11        -8.912800e-01        -8.911396e-01         9.274130e-04
          12        -9.005360e-01        -8.919227e-01         1.133473e-03
          13        -8.874480e-01        -8.915785e-01         1.097301e-03
          14        -8.913440e-01        -8.915617e-01         1.019051e-03
          15        -8.915960e-01        -8.915640e-01         9.511165e-04
          16        -8.946600e-01        -8.917575e-01         9.111424e-04
          17        -8.957280e-01        -8.919911e-01         8.869756e-04
          18        -8.908200e-01        -8.919260e-01         8.400818e-04
          19        -8.926440e-01        -8.919638e-01         7.967164e-04
          20        -8.947280e-01        -8.921020e-01         7.687752e-04
