    # BLOCK:          ACTUAL_TE:              TE_AVE:              ERROR:
           1        -5.830353e-01        -5.830353e-01         0.000000e+00
           2        -5.865381e-01        -5.847867e-01         1.238441e-03
           3        -5.827505e-01        -5.841080e-01         9.943710e-04
           4        -5.839644e-01        -5.840721e-01         7.464261e-04
           5        -5.849242e-01        -5.842425e-01         6.162917e-04
           6        -5.851049e-01        -5.843862e-01         5.300716e-04
           7        -5.851194e-01        -5.844910e-01         4.645806e-04
           8        -5.831510e-01        -5.843235e-01         4.356572e-04
           9        -5.827546e-01        -5.841492e-01         4.206848e-04
          10        -5.835517e-01        -5.840894e-01         3.828356e-04
          11        -5.845379e-01        -5.841302e-01         3.501965e-04
          12        -5.829991e-01        -5.840359e-01         3.334575e-04
          13        -5.862998e-01        -5.842101e-01         3.503422e-04
          14        -5.863225e-01        -5.843610e-01         3.563316e-04
          15        -5.828533e-01        -5.842604e-01         3.464613e-04
          16        -5.853629e-01        -5.843293e-01         3.315882e-04
          17        -5.866745e-01        -5.844673e-01         3.395687e-04
          18        -5.843856e-01        -5.844628e-01         3.207341e-04
          19        -5.859263e-01        -5.845398e-01         3.129662e-04
          20        -5.855396e-01        -5.845898e-01         3.012840e-04
