    # BLOCK:          ACTUAL_TE:              TE_AVE:              ERROR:
           1        -7.239763e-01        -7.239763e-01         0.000000e+00
           2        -7.288422e-01        -7.264092e-01         1.720348e-03
           3        -7.236558e-01        -7.254914e-01         1.370015e-03
           4        -7.256583e-01        -7.255332e-01         1.028146e-03
           5        -7.247617e-01        -7.253789e-01         8.340128e-04
           6        -7.258239e-01        -7.254530e-01         6.983009e-04
           7        -7.266808e-01        -7.256284e-01         6.201813e-04
           8        -7.300966e-01        -7.261870e-01         7.532832e-04
           9        -7.242765e-01        -7.259747e-01         6.988550e-04
          10        -7.277908e-01        -7.261563e-01         6.521404e-04
          11        -7.250459e-01        -7.260553e-01         6.006170e-04
          12        -7.258301e-01        -7.260366e-01         5.508588e-04
          13        -7.249029e-01        -7.259494e-01         5.153413e-04
          14        -7.257443e-01        -7.259347e-01         4.787393e-04
          15        -7.249279e-01        -7.258676e-01         4.515041e-04
          16        -7.243373e-01        -7.257720e-01         4.332968e-04
          17        -7.250639e-01        -7.257303e-01         4.098056e-04
          18        -7.238347e-01        -7.256250e-01         4.003419e-04
          19        -7.227227e-01        -7.254723e-01         4.073717e-04
          20        -7.281569e-01        -7.256065e-01         4.085200e-04
