    # BLOCK:          ACTUAL_TE:              TE_AVE:              ERROR:
           1        -9.678976e-01        -9.678976e-01         0.000000e+00
           2        -9.618642e-01        -9.648809e-01         2.133115e-03
           3        -9.640060e-01        -9.645893e-01         1.441877e-03
           4        -9.709241e-01        -9.661730e-01         1.746583e-03
           5        -9.702796e-01        -9.669943e-01         1.578614e-03
           6        -9.621410e-01        -9.661854e-01         1.508581e-03
           7        -9.622790e-01        -9.656274e-01         1.392468e-03
           8        -9.591050e-01        -9.648121e-01         1.437405e-03
           9        -9.568099e-01        -9.639229e-01         1.528142e-03
          10        -9.601361e-01        -9.635443e-01         1.421475e-03
          11        -9.585326e-01        -9.630887e-01         1.363310e-03
          12        -9.642971e-01        -9.631894e-01         1.253415e-03
          13        -9.601597e-01        -9.629563e-01         1.178465e-03
          14        -9.727605e-01        -9.636566e-01         1.285636e-03
          15        -9.646220e-01        -9.637210e-01         1.201537e-03
          16        -9.674994e-01        -9.639571e-01         1.149414e-03
          17        -9.672693e-01        -9.641520e-01         1.098190e-03
          18        -9.632999e-01        -9.641046e-01         1.038199e-03
          19        -9.700868e-01        -9.644195e-01         1.030194e-03
          20        -9.592308e-01        -9.641600e-01         1.010824e-03
