    # BLOCK:          ACTUAL_TE:              TE_AVE:              ERROR:
           1        -6.485792e-01        -6.485792e-01         0.000000e+00
           2        -6.510587e-01        -6.498189e-01         8.766568e-04
           3        -6.481819e-01        -6.492733e-01         7.349038e-04
           4        -6.470878e-01        -6.487269e-01         7.264227e-04
           5        -6.521823e-01        -6.494180e-01         8.484124e-04
           6        -6.495403e-01        -6.494384e-01         7.072554e-04
           7        -6.480259e-01        -6.492366e-01         6.343509e-04
           8        -6.505878e-01        -6.494055e-01         5.771052e-04
           9        -6.475985e-01        -6.492047e-01         5.467925e-04
          10        -6.492295e-01        -6.492072e-01         4.921189e-04
          11        -6.491555e-01        -6.492025e-01         4.474032e-04
          12        -6.480773e-01        -6.491087e-01         4.198299e-04
          13        -6.506288e-01        -6.492257e-01         4.034893e-04
          14        -6.479216e-01        -6.491325e-01         3.852708e-04
          15        -6.465285e-01        -6.489589e-01         3.967740e-04
          16        -6.505506e-01        -6.490584e-01         3.842445e-04
          17        -6.500006e-01        -6.491138e-01         3.656173e-04
          18        -6.472260e-01        -6.490089e-01         3.600328e-04
          19        -6.492034e-01        -6.490192e-01         3.412292e-04
          20        -6.517148e-01        -6.491540e-01         3.497749e-04
