    # BLOCK:          ACTUAL_X:          X_AVE:              ERROR:
           1         3.775580e+03         3.775580e+03         0.000000e+00
           2         3.965247e+03         3.870413e+03         6.705734e+01
           3         4.213298e+03         3.984708e+03         1.034766e+02
           4         3.774528e+03         3.932163e+03         8.996473e+01
           5         4.024801e+03         3.950691e+03         7.385495e+01
           6         3.874178e+03         3.937939e+03         6.263703e+01
           7         3.867483e+03         3.927873e+03         5.449157e+01
           8         3.997505e+03         3.936577e+03         4.837027e+01
           9         3.802456e+03         3.921675e+03         4.523320e+01
          10         3.972165e+03         3.926724e+03         4.099070e+01
          11         3.857376e+03         3.920420e+03         3.774597e+01
          12         4.156903e+03         3.940127e+03         3.941056e+01
          13         3.970352e+03         3.942452e+03         3.644749e+01
          14         3.672487e+03         3.923168e+03         3.860963e+01
          15         3.989376e+03         3.927582e+03         3.628708e+01
          16         3.932167e+03         3.927869e+03         3.402027e+01
          17         4.335809e+03         3.951865e+03         3.958763e+01
          18         3.711293e+03         3.938500e+03         3.958016e+01
          19         3.932101e+03         3.938163e+03         3.749843e+01
          20         4.148317e+03         3.948671e+03         3.706650e+01
