    # BLOCK:          ACTUAL_X:          X_AVE:              ERROR:
           1         1.304198e+03         1.304198e+03         0.000000e+00
           2         1.056928e+03         1.180563e+03         8.742325e+01
           3         1.141249e+03         1.167458e+03         5.925623e+01
           4         1.313106e+03         1.203870e+03         5.449294e+01
           5         1.259307e+03         1.214958e+03         4.470808e+01
           6         1.282875e+03         1.226277e+03         3.866315e+01
           7         1.124042e+03         1.211672e+03         3.579223e+01
           8         1.284674e+03         1.220797e+03         3.246061e+01
           9         1.091667e+03         1.206450e+03         3.186744e+01
          10         1.185533e+03         1.204358e+03         2.874926e+01
          11         1.130830e+03         1.197674e+03         2.690154e+01
          12         1.471067e+03         1.220456e+03         3.292270e+01
          13         1.047903e+03         1.207183e+03         3.295742e+01
          14         1.200761e+03         1.206724e+03         3.060651e+01
          15         1.222713e+03         1.207790e+03         2.858463e+01
          16         1.319135e+03         1.214749e+03         2.763221e+01
          17         1.278946e+03         1.218526e+03         2.626355e+01
          18         1.185139e+03         1.216671e+03         2.486988e+01
          19         1.272968e+03         1.219634e+03         2.373679e+01
          20         1.337962e+03         1.225550e+03         2.327561e+01
