    # BLOCK:          ACTUAL_X:          X_AVE:              ERROR:
           1         5.191464e+02         5.191464e+02         0.000000e+00
           2         4.781731e+02         4.986598e+02         1.448626e+01
           3         5.405169e+02         5.126121e+02         1.493474e+01
           4         5.348473e+02         5.181709e+02         1.219175e+01
           5         5.076056e+02         5.160579e+02         9.934834e+00
           6         5.003782e+02         5.134446e+02         8.615876e+00
           7         5.088933e+02         5.127944e+02         7.409528e+00
           8         4.435122e+02         5.041341e+02         1.037588e+01
           9         5.334278e+02         5.073890e+02         9.720123e+00
          10         5.032636e+02         5.069764e+02         8.756861e+00
          11         5.302087e+02         5.090885e+02         8.211527e+00
          12         5.295184e+02         5.107910e+02         7.701701e+00
          13         4.680987e+02         5.075069e+02         7.777970e+00
          14         5.368967e+02         5.096062e+02         7.500348e+00
          15         4.202104e+02         5.036465e+02         9.063934e+00
          16         5.013767e+02         5.035046e+02         8.498548e+00
          17         5.080249e+02         5.037705e+02         8.002792e+00
          18         4.655384e+02         5.016465e+02         7.834988e+00
          19         4.534931e+02         4.991121e+02         7.821787e+00
          20         5.316051e+02         5.007368e+02         7.597551e+00
