    # BLOCK:          ACTUAL_X:          X_AVE:              ERROR:
           1         6.713530e+01         6.713530e+01         0.000000e+00
           2         6.709320e+01         6.711425e+01         1.488460e-02
           3         6.702360e+01         6.708403e+01         2.659258e-02
           4         6.871460e+01         6.749168e+01         3.535910e-01
           5         6.727250e+01         6.744784e+01         2.855770e-01
           6         6.860890e+01         6.764135e+01         2.963781e-01
           7         6.886100e+01         6.781559e+01         3.009264e-01
           8         6.589290e+01         6.757525e+01         3.462276e-01
           9         6.737430e+01         6.755292e+01         3.084770e-01
          10         6.699380e+01         6.749701e+01         2.826510e-01
          11         6.818340e+01         6.755941e+01         2.637533e-01
          12         6.795550e+01         6.759242e+01         2.438305e-01
          13         6.933240e+01         6.772626e+01         2.592197e-01
          14         6.648990e+01         6.763795e+01         2.553043e-01
          15         6.738490e+01         6.762108e+01         2.388407e-01
          16         6.668470e+01         6.756256e+01         2.309720e-01
          17         6.724070e+01         6.754362e+01         2.181600e-01
          18         7.029610e+01         6.769654e+01         2.540404e-01
          19         6.756240e+01         6.768948e+01         2.407679e-01
          20         6.878160e+01         6.774409e+01         2.348402e-01
