    # BLOCK:          ACTUAL_X:          X_AVE:              ERROR:
           1         2.211238e+02         2.211238e+02         0.000000e+00
           2         2.223748e+02         2.217493e+02         4.422953e-01
           3         2.178477e+02         2.204488e+02         1.102077e+00
           4         2.184063e+02         2.199382e+02         9.374118e-01
           5         2.125780e+02         2.184661e+02         1.515223e+00
           6         2.097520e+02         2.170138e+02         1.830889e+00
           7         2.160648e+02         2.168782e+02         1.574344e+00
           8         2.123577e+02         2.163131e+02         1.475479e+00
           9         2.144022e+02         2.161008e+02         1.326727e+00
          10         2.193610e+02         2.164268e+02         1.233460e+00
          11         2.273643e+02         2.174212e+02         1.468389e+00
          12         2.268680e+02         2.182084e+02         1.542684e+00
          13         2.268302e+02         2.188716e+02         1.560077e+00
          14         2.306513e+02         2.197130e+02         1.660110e+00
          15         2.096720e+02         2.190436e+02         1.678981e+00
          16         2.192658e+02         2.190575e+02         1.574102e+00
          17         2.256425e+02         2.194449e+02         1.528425e+00
          18         2.301343e+02         2.200387e+02         1.554607e+00
          19         2.091705e+02         2.194667e+02         1.574508e+00
          20         2.107718e+02         2.190320e+02         1.554644e+00
