    # BLOCK:          ACTUAL_X:          X_AVE:              ERROR:
           1         1.811977e+02         1.811977e+02         0.000000e+00
           2         1.863798e+02         1.837888e+02         1.832168e+00
           3         1.849575e+02         1.841784e+02         1.262187e+00
           4         1.751403e+02         1.819188e+02         2.173747e+00
           5         1.730063e+02         1.801363e+02         2.359233e+00
           6         1.693192e+02         1.783335e+02         2.563947e+00
           7         1.823514e+02         1.789075e+02         2.261005e+00
           8         1.720440e+02         1.780495e+02         2.134954e+00
           9         1.773932e+02         1.779766e+02         1.898982e+00
          10         1.812931e+02         1.783083e+02         1.737802e+00
          11         1.833555e+02         1.787671e+02         1.639277e+00
          12         1.865055e+02         1.794120e+02         1.624568e+00
          13         1.833723e+02         1.797166e+02         1.527898e+00
          14         1.729438e+02         1.792328e+02         1.493386e+00
          15         1.719622e+02         1.787481e+02         1.470387e+00
          16         1.770492e+02         1.786420e+02         1.382316e+00
          17         1.841878e+02         1.789682e+02         1.338945e+00
          18         1.809989e+02         1.790810e+02         1.269304e+00
          19         1.669417e+02         1.784421e+02         1.353782e+00
          20         1.744860e+02         1.782443e+02         1.300463e+00
