    # BLOCK:          ACTUAL_X:          X_AVE:              ERROR:
           1         1.861582e+02         1.861582e+02         0.000000e+00
           2         1.925628e+02         1.893605e+02         2.264373e+00
           3         1.952135e+02         1.913115e+02         2.194654e+00
           4         1.871106e+02         1.902613e+02         1.880559e+00
           5         1.795688e+02         1.881228e+02         2.433497e+00
           6         1.787071e+02         1.865535e+02         2.482870e+00
           7         1.917365e+02         1.872939e+02         2.235852e+00
           8         1.862429e+02         1.871625e+02         1.960226e+00
           9         1.941371e+02         1.879375e+02         1.889407e+00
          10         1.844318e+02         1.875869e+02         1.732683e+00
          11         1.915046e+02         1.879431e+02         1.611354e+00
          12         1.955538e+02         1.885773e+02         1.597022e+00
          13         1.887312e+02         1.885891e+02         1.474218e+00
          14         1.770626e+02         1.877658e+02         1.582206e+00
          15         1.838375e+02         1.875039e+02         1.498242e+00
          16         1.836285e+02         1.872617e+02         1.424047e+00
          17         1.872820e+02         1.872629e+02         1.340280e+00
          18         1.931431e+02         1.875896e+02         1.305024e+00
          19         1.724349e+02         1.867920e+02         1.459876e+00
          20         1.841223e+02         1.866585e+02         1.392971e+00
