    # BLOCK:          ACTUAL_X:          X_AVE:              ERROR:
           1         1.080859e+02         1.080859e+02         0.000000e+00
           2         1.134175e+02         1.107517e+02         1.885014e+00
           3         1.111454e+02         1.108829e+02         1.261236e+00
           4         1.124109e+02         1.112649e+02         1.002105e+00
           5         1.116991e+02         1.113517e+02         8.054382e-01
           6         1.086074e+02         1.108944e+02         7.904745e-01
           7         1.125759e+02         1.111346e+02         7.131159e-01
           8         1.089141e+02         1.108570e+02         6.758359e-01
           9         1.119280e+02         1.109760e+02         6.111296e-01
          10         1.096623e+02         1.108446e+02         5.639610e-01
          11         1.077909e+02         1.105670e+02         5.769892e-01
          12         1.122610e+02         1.107082e+02         5.459022e-01
          13         1.118323e+02         1.107947e+02         5.107116e-01
          14         1.065956e+02         1.104947e+02         5.553638e-01
          15         1.102253e+02         1.104768e+02         5.186300e-01
          16         1.088731e+02         1.103765e+02         4.958057e-01
          17         1.107536e+02         1.103987e+02         4.671366e-01
          18         1.126459e+02         1.105236e+02         4.575626e-01
          19         1.104930e+02         1.105219e+02         4.334832e-01
          20         1.151050e+02         1.107511e+02         4.684785e-01
