    # BLOCK:          ACTUAL_X:          X_AVE:              ERROR:
           1         6.138598e+02         6.138598e+02         0.000000e+00
           2         5.590378e+02         5.864488e+02         1.938250e+01
           3         6.378231e+02         6.035736e+02         1.903877e+01
           4         5.776040e+02         5.970812e+02         1.534619e+01
           5         6.209911e+02         6.018632e+02         1.300067e+01
           6         5.823080e+02         5.986040e+02         1.123500e+01
           7         5.880973e+02         5.971030e+02         9.729741e+00
           8         5.358733e+02         5.894493e+02         1.112371e+01
           9         6.071396e+02         5.914149e+02         1.005991e+01
          10         5.902684e+02         5.913002e+02         9.054568e+00
          11         6.258040e+02         5.944369e+02         8.757902e+00
          12         5.633167e+02         5.918436e+02         8.403277e+00
          13         5.441549e+02         5.881752e+02         8.520022e+00
          14         6.009818e+02         5.890900e+02         7.960404e+00
          15         5.517536e+02         5.866009e+02         7.809171e+00
          16         5.602360e+02         5.849531e+02         7.492932e+00
          17         5.589316e+02         5.834224e+02         7.206821e+00
          18         5.959033e+02         5.841158e+02         6.839717e+00
          19         6.058842e+02         5.852615e+02         6.574989e+00
          20         6.594598e+02         5.889714e+02         7.217396e+00
