    # BLOCK:          ACTUAL_X:          X_AVE:              ERROR:
           1         8.385022e+01         8.385022e+01         0.000000e+00
           2         8.614667e+01         8.499844e+01         8.119157e-01
           3         8.459867e+01         8.486519e+01         5.521047e-01
           4         8.686378e+01         8.536483e+01         5.989134e-01
           5         8.624978e+01         8.554182e+01         5.046051e-01
           6         8.408400e+01         8.529885e+01         4.754149e-01
           7         8.411344e+01         8.512951e+01         4.366184e-01
           8         8.332711e+01         8.490421e+01         4.363145e-01
           9         8.631500e+01         8.506096e+01         4.150396e-01
          10         8.298222e+01         8.485309e+01         4.223971e-01
          11         8.567578e+01         8.492788e+01         3.905624e-01
          12         8.436689e+01         8.488113e+01         3.608026e-01
          13         8.782778e+01         8.510779e+01         3.979276e-01
          14         8.329556e+01         8.497835e+01         3.899906e-01
          15         8.517167e+01         8.499124e+01         3.642041e-01
          16         8.388511e+01         8.492210e+01         3.479409e-01
          17         8.480944e+01         8.491548e+01         3.275368e-01
          18         8.730856e+01         8.504843e+01         3.352385e-01
          19         8.315233e+01         8.494863e+01         3.321159e-01
          20         8.726944e+01         8.506467e+01         3.351698e-01
