    # BLOCK:          ACTUAL_X:          X_AVE:              ERROR:
           1         1.288676e+02         1.288676e+02         0.000000e+00
           2         1.343311e+02         1.315993e+02         1.931627e+00
           3         1.308071e+02         1.313352e+02         1.305680e+00
           4         1.313440e+02         1.313374e+02         9.792615e-01
           5         1.271477e+02         1.304995e+02         1.084179e+00
           6         1.256176e+02         1.296858e+02         1.169602e+00
           7         1.298963e+02         1.297159e+02         1.002902e+00
           8         1.238424e+02         1.289817e+02         1.114329e+00
           9         1.300609e+02         1.291016e+02         9.969454e-01
          10         1.272613e+02         1.289176e+02         9.140784e-01
          11         1.282475e+02         1.288567e+02         8.330080e-01
          12         1.327417e+02         1.291804e+02         8.241074e-01
          13         1.317936e+02         1.293814e+02         7.848468e-01
          14         1.224696e+02         1.288877e+02         8.703231e-01
          15         1.281700e+02         1.288399e+02         8.136158e-01
          16         1.269124e+02         1.287194e+02         7.716319e-01
          17         1.309992e+02         1.288535e+02         7.378030e-01
          18         1.306187e+02         1.289516e+02         7.033006e-01
          19         1.274648e+02         1.288733e+02         6.706240e-01
          20         1.341345e+02         1.291364e+02         6.867515e-01
