    # BLOCK:          ACTUAL_PE:              PE_AVE:              ERROR:
           1        -7.551254e+00        -7.551254e+00         0.000000e+00
           2        -7.537160e+00        -7.544207e+00         4.982985e-03
           3        -7.553361e+00        -7.547258e+00         4.152465e-03
           4        -7.553922e+00        -7.548924e+00         3.432332e-03
           5        -7.525111e+00        -7.544162e+00         5.068152e-03
           6        -7.550459e+00        -7.545211e+00         4.330785e-03
           7        -7.550899e+00        -7.546024e+00         3.787545e-03
           8        -7.543883e+00        -7.545756e+00         3.323537e-03
           9        -7.551249e+00        -7.546366e+00         3.009769e-03
          10        -7.547240e+00        -7.546454e+00         2.710059e-03
          11        -7.549121e+00        -7.546696e+00         2.474514e-03
          12        -7.546964e+00        -7.546719e+00         2.268406e-03
          13        -7.539592e+00        -7.546170e+00         2.159135e-03
          14        -7.565371e+00        -7.547542e+00         2.401313e-03
          15        -7.541053e+00        -7.547109e+00         2.279854e-03
          16        -7.536184e+00        -7.546427e+00         2.237281e-03
          17        -7.546866e+00        -7.546452e+00         2.105826e-03
          18        -7.541501e+00        -7.546177e+00         2.006724e-03
          19        -7.552995e+00        -7.546536e+00         1.932923e-03
          20        -7.547918e+00        -7.546605e+00         1.837512e-03
          21        -7.549134e+00        -7.546726e+00         1.753953e-03
          22        -7.540509e+00        -7.546443e+00         1.696836e-03
          23        -7.543771e+00        -7.546327e+00         1.627032e-03
          24        -7.555342e+00        -7.546703e+00         1.602016e-03
          25        -7.556917e+00        -7.547111e+00         1.589185e-03
          26        -7.555523e+00        -7.547435e+00         1.560652e-03
          27        -7.555122e+00        -7.547719e+00         1.528597e-03
          28        -7.552670e+00        -7.547896e+00         1.484193e-03
          29        -7.543944e+00        -7.547760e+00         1.439257e-03
          30        -7.538991e+00        -7.547468e+00         1.420651e-03
          31        -7.555061e+00        -7.547713e+00         1.395781e-03
          32        -7.531581e+00        -7.547208e+00         1.440319e-03
          33        -7.545713e+00        -7.547163e+00         1.397386e-03
          34        -7.563046e+00        -7.547630e+00         1.432240e-03
          35        -7.547424e+00        -7.547624e+00         1.391331e-03
          36        -7.548829e+00        -7.547658e+00         1.353085e-03
          37        -7.553627e+00        -7.547819e+00         1.326097e-03
          38        -7.535222e+00        -7.547488e+00         1.331989e-03
          39        -7.547586e+00        -7.547490e+00         1.297838e-03
          40        -7.546397e+00        -7.547463e+00         1.265679e-03
          41        -7.564046e+00        -7.547867e+00         1.297825e-03
          42        -7.529059e+00        -7.547420e+00         1.341959e-03
          43        -7.537154e+00        -7.547181e+00         1.331816e-03
          44        -7.539939e+00        -7.547016e+00         1.311677e-03
          45        -7.545389e+00        -7.546980e+00         1.283027e-03
          46        -7.540672e+00        -7.546843e+00         1.262443e-03
          47        -7.546947e+00        -7.546845e+00         1.235584e-03
          48        -7.541795e+00        -7.546740e+00         1.214314e-03
          49        -7.549284e+00        -7.546792e+00         1.190642e-03
          50        -7.538993e+00        -7.546636e+00         1.177000e-03
          51        -7.551874e+00        -7.546739e+00         1.158395e-03
          52        -7.539800e+00        -7.546605e+00         1.143778e-03
          53        -7.546529e+00        -7.546604e+00         1.122198e-03
          54        -7.552154e+00        -7.546707e+00         1.106113e-03
          55        -7.550320e+00        -7.546772e+00         1.087952e-03
          56        -7.548824e+00        -7.546809e+00         1.069141e-03
          57        -7.531330e+00        -7.546537e+00         1.084324e-03
          58        -7.550805e+00        -7.546611e+00         1.068122e-03
          59        -7.540114e+00        -7.546501e+00         1.055680e-03
          60        -7.546047e+00        -7.546493e+00         1.038112e-03
          61        -7.550638e+00        -7.546561e+00         1.023315e-03
          62        -7.542795e+00        -7.546500e+00         1.008611e-03
          63        -7.552305e+00        -7.546593e+00         9.968013e-04
          64        -7.553987e+00        -7.546708e+00         9.878993e-04
          65        -7.547736e+00        -7.546724e+00         9.728275e-04
          66        -7.552950e+00        -7.546818e+00         9.626504e-04
          67        -7.546729e+00        -7.546817e+00         9.482834e-04
          68        -7.550397e+00        -7.546870e+00         9.357984e-04
          69        -7.552768e+00        -7.546955e+00         9.261318e-04
          70        -7.555918e+00        -7.547083e+00         9.217100e-04
          71        -7.547948e+00        -7.547095e+00         9.088087e-04
          72        -7.541354e+00        -7.547015e+00         8.996776e-04
          73        -7.536772e+00        -7.546875e+00         8.982305e-04
          74        -7.552170e+00        -7.546947e+00         8.889375e-04
          75        -7.548958e+00        -7.546974e+00         8.774893e-04
          76        -7.525994e+00        -7.546697e+00         9.083276e-04
          77        -7.553508e+00        -7.546786e+00         9.008268e-04
          78        -7.552820e+00        -7.546863e+00         8.925932e-04
          79        -7.562065e+00        -7.547056e+00         9.017976e-04
          80        -7.547550e+00        -7.547062e+00         8.905462e-04
          81        -7.551627e+00        -7.547118e+00         8.813331e-04
          82        -7.549475e+00        -7.547147e+00         8.710538e-04
          83        -7.547661e+00        -7.547153e+00         8.605812e-04
          84        -7.541093e+00        -7.547081e+00         8.533548e-04
          85        -7.538484e+00        -7.546980e+00         8.492874e-04
          86        -7.551972e+00        -7.547038e+00         8.413933e-04
          87        -7.545207e+00        -7.547017e+00         8.319852e-04
          88        -7.547688e+00        -7.547025e+00         8.225657e-04
