    # generation:          shortest_distance:          average_of_top_2000:
           1             0.5027586659890609             0.6452911307215846
           2             0.4564077912012049             0.6049872164952175
           3             0.4564077912012049             0.5760136936656329
           4                0.4377995143089             0.5503229105532287
           5             0.4066441277103526             0.5248780195184969
           6             0.3965827838075829             0.4963341118542649
           7             0.3662729788935631             0.4703536961709486
           8             0.3577175445203163             0.4435640824391448
           9             0.3442518483215403             0.4206752882131878
          10             0.3288714726041709             0.3972592237029601
          11             0.3067773241854332             0.3773176275689848
          12             0.2964213542693458             0.3588424892105992
          13             0.2830820618899091             0.3439029839571123
          14             0.2733172332481913             0.3278521207928241
          15             0.2608015632010899             0.3148988652963129
          16             0.2525995818340078             0.3031482011062195
          17             0.2465611907508861             0.2923877256318287
          18             0.2405112639751666             0.2827538911509284
          19             0.2300061829845524             0.2730826645465127
          20             0.2272929962210176             0.2660997367782374
          21             0.2074494769786334             0.2598240605160166
          22             0.2072262113143703              0.252421097266522
          23             0.2000968017125449             0.2448112261568972
          24             0.1972575088430631             0.2358693876950814
          25              0.190218133263222             0.2263735239360542
          26             0.1826563188439073             0.2177961407700377
          27             0.1789538468841218             0.2103733781039875
          28             0.1706911805613319             0.2027645501723476
          29             0.1657886848007386             0.1961608369568581
          30             0.1622035995006227             0.1899582531097354
          31             0.1585175756315716             0.1835239329831602
          32             0.1544919772404048             0.1776964582972402
          33              0.152395221237072             0.1726890310091584
          34             0.1433119436635059             0.1677770183461675
          35             0.1433119436635059             0.1644648198334501
          36             0.1385790820051116             0.1609489817465087
          37             0.1375982424200156             0.1568628510275256
          38             0.1306681330633502             0.1525781812165206
          39             0.1272025345534194             0.1487259871872588
          40             0.1248342657877279              0.144636473410608
          41             0.1228452838371522             0.1410785974999563
          42             0.1200176282665772             0.1374955063658478
          43             0.1150144611862427             0.1335927385920997
          44             0.1140100849049079             0.1307122879396816
          45             0.1121861011786876             0.1276234558013469
          46             0.1093866357405606             0.1247395618310112
          47             0.1067130164548558             0.1220376078544822
          48             0.1056173625564953             0.1197157186338722
          49             0.1035880217647883             0.1165597077087703
          50             0.1009144024790835             0.1141350185464903
          51             0.1009144024790835             0.1127406477421695
          52             0.1000043603787804             0.1108930388971863
          53            0.09741515804791682             0.1090368541123251
          54            0.09732208934707409             0.1073578773385523
          55            0.09571242668591975             0.1058185366572882
          56            0.09381822041170959              0.103790625794402
          57            0.09145425646818497             0.1025321228094355
          58            0.08865737171501961             0.1008669454092109
          59            0.08650034780571422            0.09908629277497696
          60            0.08513411007384075            0.09691596689886607
          61            0.08413638386218961             0.0953989002316022
          62             0.0829995371457737            0.09365861234775529
          63            0.08197342128266413            0.09198795515862829
          64             0.0807762127502004             0.0902958121747411
          65            0.07935274730066731            0.08948432371965102
          66            0.07842995327806306            0.08805531656319238
          67            0.07643127564783743            0.08607413800657282
          68            0.07551280124105893            0.08482088400559128
          69            0.07452784320570678            0.08437863808764666
          70            0.07351039984665009            0.08383498370697595
          71            0.07073398853167753            0.08392018013403228
          72            0.07020043929565455            0.08258534413903568
          73            0.06984860928956431            0.08225237164033983
          74              0.066138300316333             0.0810782993525045
          75            0.06390065999324594            0.07911738250774726
          76            0.06390065999324594            0.07716382922454024
          77            0.06324947066481706            0.07523422650502906
          78            0.06253699102814164            0.07200157479308064
          79            0.06142507321094775            0.06960231600955544
          80            0.06051042352083073            0.06714024192107476
          81            0.05966561095629772            0.06619018341525218
          82             0.0594208543300588            0.06437979871663776
          83            0.05721310749066903            0.06339312434359559
          84            0.05500181219738753            0.06227840050628845
          85            0.05500181219738753            0.06184035500273014
          86            0.05500181219738753            0.06216213162784624
          87            0.05306613364360105            0.06320690840736605
          88            0.05306613364360105            0.06398687175147617
          89             0.0507046913490649            0.06479562767595826
          90             0.0507046913490649            0.06475851665786941
          91            0.05070359097262082            0.06396261370178422
          92             0.0500195237464592            0.06386515099401684
          93             0.0500195237464592            0.06260194781489897
          94            0.04872374539090842            0.06014039771273767
          95            0.04824721162902793            0.05916037082913493
          96            0.04822478894614958            0.05787869786600466
          97            0.04729186836115212            0.05528707351048726
          98            0.04627050053366678            0.05330248184933856
          99            0.04579932795294965            0.05209316928557364
         100            0.04572234890268008             0.0508507299267323
         101             0.0445939590525329            0.05003598656882358
         102             0.0439089586323983            0.04946543835736278
         103            0.04349513967835238            0.04803568202723329
         104            0.04343778605168117            0.04717399843930541
         105            0.04301250117754046            0.04660609290368919
         106            0.04137117372498209            0.04590285276867738
         107            0.04137117372498209            0.04550887501559327
         108            0.04071029771837462            0.04513781397507129
         109            0.04040363928587953            0.04499298841587831
         110            0.04033944522018026            0.04490666926652599
