    # BLOCK:          ACTUAL_CV:          CV_AVE:              ERROR:
           1         1.354587e+01         1.354587e+01         0.000000e+00
           2         1.350287e+01         1.352437e+01         1.520185e-02
           3         1.350225e+01         1.351700e+01         1.178769e-02
           4         1.341239e+01         1.349085e+01         2.431369e-02
           5         1.344502e+01         1.348168e+01         2.110792e-02
           6         1.364990e+01         1.350972e+01         3.105573e-02
           7         1.378905e+01         1.354962e+01         4.553571e-02
           8         1.350354e+01         1.354386e+01         4.020644e-02
           9         1.378033e+01         1.357014e+01         4.348458e-02
          10         1.349489e+01         1.356261e+01         3.978183e-02
          11         1.368096e+01         1.357337e+01         3.759198e-02
          12         1.339030e+01         1.355812e+01         3.742719e-02
          13         1.329378e+01         1.353778e+01         3.968902e-02
          14         1.344801e+01         1.353137e+01         3.736854e-02
          15         1.371136e+01         1.354337e+01         3.675331e-02
          16         1.349178e+01         1.354014e+01         3.459736e-02
          17         1.330830e+01         1.352651e+01         3.514759e-02
          18         1.344426e+01         1.352194e+01         3.349064e-02
          19         1.371992e+01         1.353236e+01         3.330965e-02
          20         1.355137e+01         1.353331e+01         3.165773e-02
