    # BLOCK:          ACTUAL_CV:          CV_AVE:              ERROR:
           1         2.168988e+01         2.168988e+01         0.000000e+00
           2         2.172787e+01         2.170887e+01         1.342911e-02
           3         2.035078e+01         2.125618e+01         3.697342e-01
           4         2.214531e+01         2.147846e+01         3.375688e-01
           5         2.265724e+01         2.171422e+01         3.426289e-01
           6         2.097096e+01         2.159034e+01         3.071021e-01
           7         2.108865e+01         2.151867e+01         2.714645e-01
           8         2.077223e+01         2.142536e+01         2.530590e-01
           9         2.091707e+01         2.136889e+01         2.311577e-01
          10         2.186762e+01         2.141876e+01         2.133544e-01
          11         2.034216e+01         2.132089e+01         2.152399e-01
          12         2.241479e+01         2.141205e+01         2.157452e-01
          13         2.187277e+01         2.144749e+01         2.020393e-01
          14         2.303206e+01         2.156067e+01         2.170075e-01
          15         2.221633e+01         2.160438e+01         2.068956e-01
          16         2.195665e+01         2.162640e+01         1.951326e-01
          17         2.235444e+01         2.166922e+01         1.882951e-01
          18         2.112774e+01         2.163914e+01         1.802213e-01
          19         2.188449e+01         2.165205e+01         1.711979e-01
          20         2.094332e+01         2.161662e+01         1.662651e-01
