    # BLOCK:          ACTUAL_CV:          CV_AVE:              ERROR:
           1         2.192085e+01         2.192085e+01         0.000000e+00
           2         2.085703e+01         2.138894e+01         3.761180e-01
           3         2.196007e+01         2.157932e+01         2.950171e-01
           4         2.222482e+01         2.174069e+01         2.617032e-01
           5         2.129255e+01         2.165106e+01         2.241859e-01
           6         2.294093e+01         2.186604e+01         2.709520e-01
           7         2.089927e+01         2.172793e+01         2.651171e-01
           8         2.163018e+01         2.171571e+01         2.322588e-01
           9         2.229184e+01         2.177973e+01         2.150930e-01
          10         2.137970e+01         2.173972e+01         1.972684e-01
          11         2.190441e+01         2.175469e+01         1.799022e-01
          12         2.182802e+01         2.176081e+01         1.650141e-01
          13         2.254706e+01         2.182129e+01         1.630280e-01
          14         2.190683e+01         2.182740e+01         1.514976e-01
          15         2.220423e+01         2.185252e+01         1.434656e-01
          16         2.164916e+01         2.183981e+01         1.350608e-01
          17         2.208936e+01         2.185449e+01         1.279114e-01
          18         2.200232e+01         2.186270e+01         1.210685e-01
          19         2.161315e+01         2.184957e+01         1.154068e-01
          20         2.172452e+01         2.184331e+01         1.098057e-01
