    # BLOCK:          ACTUAL_M:          M_AVE:              ERROR:
           1         1.450000e-01         1.450000e-01         0.000000e+00
           2        -2.451300e+00        -1.153150e+00         9.179307e-01
           3         2.466300e+00         5.333333e-02         1.159693e+00
           4        -3.836400e+00        -9.191000e-01         1.210669e+00
           5         3.508100e+00        -3.366000e-02         1.251105e+00
           6        -7.705000e-01        -1.564667e-01         1.048598e+00
           7         5.830000e+00         6.987429e-01         1.197805e+00
           8        -3.757200e+00         1.417500e-01         1.170441e+00
           9         4.985000e+00         6.798889e-01         1.157511e+00
          10        -3.229500e+00         2.889500e-01         1.105809e+00
          11        -3.833600e+00        -8.582727e-02         1.066902e+00
          12         1.464700e+00         4.338333e-02         9.857862e-01
          13         1.401300e+00         1.478385e-01         9.154739e-01
          14         6.332000e-01         1.825071e-01         8.507391e-01
          15         7.702000e-01         2.216867e-01         7.949248e-01
          16        -1.839400e+00         9.286875e-02         7.556074e-01
          17        -5.435600e+00        -2.323353e-01         7.780007e-01
          18        -4.304200e+00        -4.585500e-01         7.669612e-01
          19        -2.302000e-01        -4.465316e-01         7.266890e-01
          20         3.668200e+00        -2.407950e-01         7.188884e-01
