    # BLOCK:          ACTUAL_CV:          CV_AVE:              ERROR:
           1         2.043586e+01         2.043586e+01         0.000000e+00
           2         2.078860e+01         2.061223e+01         1.247122e-01
           3         2.070650e+01         2.064365e+01         8.700966e-02
           4         2.065275e+01         2.064593e+01         6.528693e-02
           5         2.011763e+01         2.054027e+01         1.079771e-01
           6         2.073192e+01         2.057221e+01         9.458748e-02
           7         2.062160e+01         2.057926e+01         8.133769e-02
           8         2.080303e+01         2.060724e+01         7.582755e-02
           9         2.056618e+01         2.060267e+01         6.753934e-02
          10         2.044535e+01         2.058694e+01         6.259097e-02
          11         2.005053e+01         2.053818e+01         7.348126e-02
          12         2.068766e+01         2.055063e+01         6.840560e-02
          13         2.093382e+01         2.058011e+01         6.920354e-02
          14         2.008577e+01         2.054480e+01         7.271283e-02
          15         2.133251e+01         2.059731e+01         8.473246e-02
          16         2.088681e+01         2.061541e+01         8.134557e-02
          17         2.042146e+01         2.060400e+01         7.735644e-02
          18         2.106014e+01         2.062934e+01         7.709796e-02
          19         2.078317e+01         2.063744e+01         7.346405e-02
          20         2.022734e+01         2.061693e+01         7.259605e-02
