    # BLOCK:          ACTUAL_CV:          CV_AVE:              ERROR:
           1         1.263616e+01         1.263616e+01         0.000000e+00
           2         1.227392e+01         1.245504e+01         1.280725e-01
           3         1.268629e+01         1.253212e+01         1.060726e-01
           4         1.237910e+01         1.249387e+01         8.617768e-02
           5         1.258293e+01         1.251168e+01         7.075909e-02
           6         1.258334e+01         1.252362e+01         5.996540e-02
           7         1.248458e+01         1.251804e+01         5.165762e-02
           8         1.261714e+01         1.253043e+01         4.666189e-02
           9         1.258947e+01         1.253699e+01         4.193579e-02
          10         1.230810e+01         1.251410e+01         4.354301e-02
          11         1.254524e+01         1.251693e+01         3.967644e-02
          12         1.233109e+01         1.250145e+01         3.927630e-02
          13         1.242259e+01         1.249538e+01         3.672051e-02
          14         1.256411e+01         1.250029e+01         3.442427e-02
          15         1.252371e+01         1.250185e+01         3.216469e-02
          16         1.258755e+01         1.250721e+01         3.059714e-02
          17         1.256158e+01         1.251041e+01         2.896399e-02
          18         1.245102e+01         1.250711e+01         2.754213e-02
          19         1.276898e+01         1.252089e+01         2.933926e-02
          20         1.250471e+01         1.252008e+01         2.788345e-02
