    # BLOCK:          ACTUAL_TE:              TE_AVE:              ERROR:
           1         1.978446e+01         1.978446e+01         0.000000e+00
           2         1.879455e+01         1.928951e+01         3.499870e-01
           3         1.909626e+01         1.922509e+01         2.391792e-01
           4         1.975473e+01         1.935750e+01         2.129032e-01
           5         1.977052e+01         1.944010e+01         1.856568e-01
           6         1.993951e+01         1.952334e+01         1.723653e-01
           7         1.948727e+01         1.951819e+01         1.478187e-01
           8         1.927303e+01         1.948754e+01         1.324797e-01
           9         1.944007e+01         1.948227e+01         1.178647e-01
          10         1.938027e+01         1.947207e+01         1.065186e-01
          11         1.925786e+01         1.945259e+01         9.859910e-02
          12         1.941333e+01         1.944932e+01         9.043679e-02
          13         2.007091e+01         1.949714e+01         9.528526e-02
          14         1.928980e+01         1.948233e+01         8.962269e-02
          15         1.986094e+01         1.950757e+01         8.712966e-02
          16         1.976486e+01         1.952365e+01         8.315474e-02
          17         1.927843e+01         1.950922e+01         7.950456e-02
          18         1.949188e+01         1.950826e+01         7.509348e-02
          19         1.923613e+01         1.949394e+01         7.249424e-02
          20         1.948595e+01         1.949354e+01         6.887063e-02
          21         1.942156e+01         1.949011e+01         6.567630e-02
          22         1.944664e+01         1.948813e+01         6.272073e-02
          23         1.948420e+01         1.948796e+01         5.999398e-02
          24         1.992705e+01         1.950626e+01         6.021926e-02
          25         1.958037e+01         1.950922e+01         5.788340e-02
          26         1.924321e+01         1.949899e+01         5.655410e-02
          27         1.892341e+01         1.947767e+01         5.833919e-02
          28         1.943144e+01         1.947602e+01         5.627901e-02
          29         1.933765e+01         1.947125e+01         5.454024e-02
          30         1.937728e+01         1.946812e+01         5.281211e-02
          31         1.981300e+01         1.947924e+01         5.226718e-02
          32         1.926647e+01         1.947259e+01         5.105502e-02
          33         1.920823e+01         1.946458e+01         5.013246e-02
          34         1.976839e+01         1.947352e+01         4.944786e-02
          35         1.948559e+01         1.947386e+01         4.803627e-02
          36         1.940970e+01         1.947208e+01         4.673498e-02
          37         1.955958e+01         1.947445e+01         4.553166e-02
          38         1.929969e+01         1.946985e+01         4.456511e-02
          39         1.931120e+01         1.946578e+01         4.360766e-02
          40         1.938048e+01         1.946365e+01         4.256957e-02
