    # BLOCK:          ACTUAL_TE:              TE_AVE:              ERROR:
           1        -9.172168e-01        -9.172168e-01         0.000000e+00
           2        -9.084640e-01        -9.128404e-01         3.094582e-03
           3        -9.087755e-01        -9.114854e-01         2.340970e-03
           4        -9.109392e-01        -9.113489e-01         1.759705e-03
           5        -9.123364e-01        -9.115464e-01         1.418804e-03
           6        -9.136189e-01        -9.118918e-01         1.223664e-03
           7        -9.140083e-01        -9.121941e-01         1.085569e-03
           8        -9.107969e-01        -9.120195e-01         9.638200e-04
           9        -9.127188e-01        -9.120972e-01         8.598553e-04
          10        -9.103438e-01        -9.119219e-01         7.915452e-04
          11        -9.157766e-01        -9.122723e-01         7.933732e-04
          12        -9.111991e-01        -9.121828e-01         7.322821e-04
          13        -9.075566e-01        -9.118270e-01         7.575015e-04
          14        -9.083623e-01        -9.115795e-01         7.427202e-04
          15        -9.095133e-01        -9.114418e-01         7.058632e-04
          16        -9.143588e-01        -9.116241e-01         6.848875e-04
          17        -9.140787e-01        -9.117685e-01         6.596449e-04
          18        -9.189994e-01        -9.121702e-01         7.352133e-04
          19        -9.177280e-01        -9.124627e-01         7.524623e-04
          20        -9.190820e-01        -9.127937e-01         7.842542e-04
