    # BLOCK:          ACTUAL_TE:              TE_AVE:              ERROR:
           1        -5.828841e-01        -5.828841e-01         0.000000e+00
           2        -5.854356e-01        -5.841598e-01         9.020703e-04
           3        -5.838868e-01        -5.840688e-01         6.059528e-04
           4        -5.835361e-01        -5.839356e-01         4.688739e-04
           5        -5.826803e-01        -5.836846e-01         4.371804e-04
           6        -5.844505e-01        -5.838122e-01         3.824990e-04
           7        -5.865160e-01        -5.841985e-01         4.851470e-04
           8        -5.844495e-01        -5.842299e-01         4.255173e-04
           9        -5.818331e-01        -5.839636e-01         4.539871e-04
          10        -5.818799e-01        -5.837552e-01         4.538924e-04
          11        -5.866310e-01        -5.840166e-01         4.820794e-04
          12        -5.838805e-01        -5.840053e-01         4.420396e-04
          13        -5.845881e-01        -5.840501e-01         4.103035e-04
          14        -5.846962e-01        -5.840963e-01         3.835829e-04
          15        -5.816300e-01        -5.839319e-01         3.916677e-04
          16        -5.853884e-01        -5.840229e-01         3.776191e-04
          17        -5.857373e-01        -5.841237e-01         3.686265e-04
          18        -5.850834e-01        -5.841770e-01         3.519813e-04
          19        -5.835667e-01        -5.841449e-01         3.349185e-04
          20        -5.854904e-01        -5.842122e-01         3.248593e-04
