    # BLOCK:          ACTUAL_TE:              TE_AVE:              ERROR:
           1        -5.279317e-01        -5.279317e-01         0.000000e+00
           2        -5.304546e-01        -5.291932e-01         8.919728e-04
           3        -5.292197e-01        -5.292020e-01         5.946923e-04
           4        -5.292033e-01        -5.292023e-01         4.460193e-04
           5        -5.279373e-01        -5.289493e-01         4.225216e-04
           6        -5.291646e-01        -5.289852e-01         3.536215e-04
           7        -5.303090e-01        -5.291743e-01         3.500414e-04
           8        -5.305609e-01        -5.293476e-01         3.465510e-04
           9        -5.276911e-01        -5.291636e-01         3.535608e-04
          10        -5.291635e-01        -5.291636e-01         3.182047e-04
          11        -5.313692e-01        -5.293641e-01         3.467434e-04
          12        -5.298834e-01        -5.294074e-01         3.205377e-04
          13        -5.293115e-01        -5.294000e-01         2.959658e-04
          14        -5.303839e-01        -5.294703e-01         2.830470e-04
          15        -5.273649e-01        -5.293299e-01         2.969449e-04
          16        -5.312512e-01        -5.294500e-01         3.016907e-04
          17        -5.306711e-01        -5.295218e-01         2.923699e-04
          18        -5.299045e-01        -5.295431e-01         2.768989e-04
          19        -5.282332e-01        -5.294741e-01         2.707717e-04
          20        -5.318620e-01        -5.295935e-01         2.823302e-04
