    # BLOCK:          ACTUAL_TE:              TE_AVE:              ERROR:
           1        -4.621998e-01        -4.621998e-01         0.000000e+00
           2        -4.623772e-01        -4.622885e-01         6.272037e-05
           3        -4.629512e-01        -4.625094e-01         1.851475e-04
           4        -4.632770e-01        -4.627013e-01         2.165542e-04
           5        -4.620649e-01        -4.625740e-01         2.073003e-04
           6        -4.617444e-01        -4.624358e-01         2.139487e-04
           7        -4.649731e-01        -4.627982e-01         3.824221e-04
           8        -4.652660e-01        -4.631067e-01         4.418475e-04
           9        -4.617710e-01        -4.629583e-01         4.169329e-04
          10        -4.617300e-01        -4.628355e-01         3.929176e-04
          11        -4.642108e-01        -4.629605e-01         3.765667e-04
          12        -4.621977e-01        -4.628969e-01         3.505106e-04
          13        -4.627332e-01        -4.628843e-01         3.237744e-04
          14        -4.637031e-01        -4.629428e-01         3.058835e-04
          15        -4.621557e-01        -4.628904e-01         2.899573e-04
          16        -4.627247e-01        -4.628800e-01         2.720197e-04
          17        -4.619536e-01        -4.628255e-01         2.614200e-04
          18        -4.626957e-01        -4.628183e-01         2.469961e-04
          19        -4.628975e-01        -4.628225e-01         2.340315e-04
          20        -4.633944e-01        -4.628511e-01         2.240700e-04
