    # BLOCK:          ACTUAL_TE:              TE_AVE:              ERROR:
           1        -9.649511e-01        -9.649511e-01         0.000000e+00
           2        -9.745459e-01        -9.697485e-01         3.392274e-03
           3        -9.585566e-01        -9.660178e-01         3.793798e-03
           4        -9.620990e-01        -9.650381e-01         2.969153e-03
           5        -9.627435e-01        -9.645792e-01         2.410528e-03
           6        -9.533567e-01        -9.627088e-01         2.636393e-03
           7        -9.772545e-01        -9.647867e-01         2.967760e-03
           8        -9.658247e-01        -9.649165e-01         2.599624e-03
           9        -9.680400e-01        -9.652635e-01         2.333828e-03
          10        -9.637237e-01        -9.651096e-01         2.105519e-03
          11        -9.765637e-01        -9.661508e-01         2.156273e-03
          12        -9.656644e-01        -9.661103e-01         1.976964e-03
          13        -9.647164e-01        -9.660031e-01         1.827796e-03
          14        -9.625368e-01        -9.657555e-01         1.713926e-03
          15        -9.740559e-01        -9.663088e-01         1.686630e-03
          16        -9.626075e-01        -9.660775e-01         1.597001e-03
          17        -9.723313e-01        -9.664454e-01         1.544849e-03
          18        -9.660916e-01        -9.664257e-01         1.459149e-03
          19        -9.678252e-01        -9.664994e-01         1.384209e-03
          20        -9.700935e-01        -9.666791e-01         1.326613e-03
