    # BLOCK:          ACTUAL_M:          M_AVE:              ERROR:
           1         2.565400e+00         2.565400e+00         0.000000e+00
           2         3.174000e+00         2.869700e+00         2.151726e-01
           3         3.552000e+00         3.097133e+00         2.346516e-01
           4         3.276500e+00         3.141975e+00         1.802224e-01
           5         2.660700e+00         3.045720e+00         1.679264e-01
           6         2.609800e+00         2.973067e+00         1.548599e-01
           7         3.013000e+00         2.978771e+00         1.328421e-01
           8         3.303700e+00         3.019387e+00         1.222884e-01
           9         3.845200e+00         3.111144e+00         1.389235e-01
          10         2.628100e+00         3.062840e+00         1.331644e-01
          11         3.359500e+00         3.089809e+00         1.237594e-01
          12         2.731900e+00         3.059983e+00         1.169849e-01
          13         3.023500e+00         3.057177e+00         1.080197e-01
          14         3.274000e+00         3.072664e+00         1.014082e-01
          15         2.831400e+00         3.056580e+00         9.591473e-02
          16         2.442700e+00         3.018213e+00         9.729171e-02
          17         2.099100e+00         2.964147e+00         1.055270e-01
          18         3.825400e+00         3.011994e+00         1.099781e-01
          19         2.786600e+00         3.000132e+00         1.048276e-01
          20         2.668000e+00         2.983525e+00         1.008930e-01
