    # BLOCK:          ACTUAL_M:          M_AVE:              ERROR:
           1         1.346160e+01         1.346160e+01         0.000000e+00
           2         1.359350e+01         1.352755e+01         4.663369e-02
           3         1.699530e+01         1.468347e+01         9.443139e-01
           4         1.456840e+01         1.465470e+01         7.086735e-01
           5         1.403330e+01         1.453042e+01         5.777335e-01
           6         1.528110e+01         1.465553e+01         4.948064e-01
           7         1.606710e+01         1.485719e+01         4.633920e-01
           8         1.424610e+01         1.478080e+01         4.117156e-01
           9         1.589170e+01         1.490423e+01         3.840267e-01
          10         1.330210e+01         1.474402e+01         3.775678e-01
          11         1.211580e+01         1.450509e+01         4.119629e-01
          12         1.376180e+01         1.444315e+01         3.822609e-01
          13         1.487810e+01         1.447661e+01         3.543174e-01
          14         1.301560e+01         1.437225e+01         3.440343e-01
          15         1.427700e+01         1.436590e+01         3.211572e-01
          16         1.522350e+01         1.441950e+01         3.055250e-01
          17         1.484260e+01         1.444439e+01         2.885649e-01
          18         1.603040e+01         1.453250e+01         2.856692e-01
          19         1.671770e+01         1.464751e+01         2.928719e-01
          20         1.629360e+01         1.472981e+01         2.895623e-01
