    # BLOCK:          ACTUAL_P:          P_AVE:              ERROR:
          42         4.889847e-02         4.907343e-02         4.027726e-05
          43         4.920112e-02         4.907640e-02         3.944990e-05
          44         4.909439e-02         4.907681e-02         3.855543e-05
          45         4.856342e-02         4.906540e-02         3.935035e-05
          46         4.866540e-02         4.905670e-02         3.944401e-05
          47         4.862522e-02         4.904752e-02         3.965878e-05
          48         4.941028e-02         4.905508e-02         3.954608e-05
          49         4.880477e-02         4.904997e-02         3.906755e-05
          50         4.896441e-02         4.904826e-02         3.832366e-05
          51         4.897309e-02         4.904679e-02         3.760055e-05
          52         4.933890e-02         4.905240e-02         3.729472e-05
          53         4.931269e-02         4.905732e-02         3.691297e-05
          54         4.888392e-02         4.905410e-02         3.636879e-05
          55         4.912585e-02         4.905541e-02         3.573093e-05
          56         4.889474e-02         4.905254e-02         3.520787e-05
          57         4.946759e-02         4.905982e-02         3.533516e-05
          58         4.908181e-02         4.906020e-02         3.472797e-05
          59         4.904639e-02         4.905997e-02         3.414015e-05
          60         4.890877e-02         4.905745e-02         3.366401e-05
          61         4.904451e-02         4.905723e-02         3.311281e-05
          62         4.887161e-02         4.905424e-02         3.271380e-05
          63         4.892681e-02         4.905222e-02         3.225700e-05
          64         4.917867e-02         4.905419e-02         3.181345e-05
          65         4.875751e-02         4.904963e-02         3.164974e-05
          66         4.872950e-02         4.904478e-02         3.153968e-05
          67         4.905290e-02         4.904490e-02         3.106917e-05
          68         4.910187e-02         4.904574e-02         3.062357e-05
          69         4.896305e-02         4.904454e-02         3.020319e-05
          70         4.940432e-02         4.904968e-02         3.020587e-05
          71         4.881787e-02         4.904641e-02         2.995636e-05
          72         4.923368e-02         4.904902e-02         2.965299e-05
          73         4.895436e-02         4.904772e-02         2.927513e-05
          74         4.912307e-02         4.904874e-02         2.889722e-05
          75         4.919243e-02         4.905065e-02         2.857537e-05
          76         4.916987e-02         4.905222e-02         2.824239e-05
          77         4.858073e-02         4.904610e-02         2.853168e-05
          78         4.902329e-02         4.904581e-02         2.816738e-05
          79         4.934248e-02         4.904956e-02         2.806006e-05
          80         4.926017e-02         4.905219e-02         2.783254e-05
          81         4.882101e-02         4.904934e-02         2.763488e-05
          82         4.927427e-02         4.905208e-02         2.743367e-05
          83         4.947170e-02         4.905714e-02         2.756504e-05
          84         4.892280e-02         4.905554e-02         2.728324e-05
          85         4.923474e-02         4.905765e-02         2.704359e-05
          86         4.911324e-02         4.905829e-02         2.673685e-05
          87         4.879534e-02         4.905527e-02         2.659982e-05
          88         4.906095e-02         4.905534e-02         2.629762e-05
          89         4.882998e-02         4.905280e-02         2.612376e-05
          90         4.943426e-02         4.905704e-02         2.617507e-05
          91         4.880580e-02         4.905428e-02         2.603263e-05
          92         4.925440e-02         4.905646e-02         2.584038e-05
          93         4.896066e-02         4.905543e-02         2.558305e-05
          94         4.881231e-02         4.905284e-02         2.544129e-05
          95         4.900345e-02         4.905232e-02         2.517880e-05
          96         4.860652e-02         4.904768e-02         2.534113e-05
          97         4.852893e-02         4.904233e-02         2.563797e-05
          98         4.859471e-02         4.903776e-02         2.578001e-05
          99         4.911077e-02         4.903850e-02         2.553015e-05
         100         4.838188e-02         4.903193e-02         2.610559e-05
         101         4.901026e-02         4.903172e-02         2.584800e-05
         102         4.902872e-02         4.903169e-02         2.559460e-05
         103         4.920281e-02         4.903335e-02         2.539998e-05
         104         4.940725e-02         4.903694e-02         2.540891e-05
         105         4.905508e-02         4.903712e-02         2.516751e-05
         106         4.877393e-02         4.903463e-02         2.505226e-05
         107         4.906505e-02         4.903492e-02         2.481974e-05
         108         4.888949e-02         4.903357e-02         2.462643e-05
         109         4.858802e-02         4.902948e-02         2.473741e-05
         110         4.884485e-02         4.902781e-02         2.456940e-05
         111         4.900299e-02         4.902758e-02         2.434907e-05
         112         4.904379e-02         4.902773e-02         2.413210e-05
         113         4.904196e-02         4.902785e-02         2.391887e-05
         114         4.903147e-02         4.902789e-02         2.370908e-05
         115         4.896197e-02         4.902731e-02         2.350984e-05
         116         4.914464e-02         4.902832e-02         2.332891e-05
         117         4.929135e-02         4.903057e-02         2.323759e-05
         118         4.926638e-02         4.903257e-02         2.312642e-05
         119         4.889023e-02         4.903137e-02         2.296300e-05
         120         4.865165e-02         4.902821e-02         2.298864e-05
         121         4.875336e-02         4.902594e-02         2.291060e-05
         122         4.875534e-02         4.902372e-02         2.282992e-05
         123         4.902431e-02         4.902372e-02         2.264431e-05
         124         4.905171e-02         4.902395e-02         2.246282e-05
         125         4.881539e-02         4.902228e-02         2.234499e-05
         126         4.908617e-02         4.902279e-02         2.217341e-05
         127         4.871721e-02         4.902038e-02         2.212898e-05
         128         4.926960e-02         4.902233e-02         2.204158e-05
         129         4.880532e-02         4.902065e-02         2.193482e-05
         130         4.872511e-02         4.901837e-02         2.188358e-05
         131         4.910237e-02         4.901902e-02         2.172592e-05
         132         4.880980e-02         4.901743e-02         2.161907e-05
         133         4.930460e-02         4.901959e-02         2.156407e-05
         134         4.875486e-02         4.901761e-02         2.149345e-05
         135         4.930613e-02         4.901975e-02         2.144023e-05
         136         4.885268e-02         4.901852e-02         2.131775e-05
         137         4.871357e-02         4.901630e-02         2.127804e-05
         138         4.905081e-02         4.901655e-02         2.112532e-05
         139         4.902577e-02         4.901661e-02         2.097344e-05
         140         4.849067e-02         4.901286e-02         2.115741e-05
         141         4.910739e-02         4.901353e-02         2.101798e-05
         142         4.905642e-02         4.901383e-02         2.087214e-05
         143         4.881772e-02         4.901246e-02         2.077118e-05
         144         4.905157e-02         4.901273e-02         2.062871e-05
         145         4.892452e-02         4.901212e-02         2.049541e-05
         146         4.915397e-02         4.901309e-02         2.037805e-05
         147         4.904270e-02         4.901329e-02         2.024042e-05
         148         4.866360e-02         4.901093e-02         2.024110e-05
         149         4.886406e-02         4.900995e-02         2.012924e-05
         150         4.877814e-02         4.900840e-02         2.005428e-05
         151         4.883370e-02         4.900724e-02         1.995481e-05
         152         4.909652e-02         4.900783e-02         1.983217e-05
         153         4.896700e-02         4.900756e-02         1.970435e-05
         154         4.947308e-02         4.901059e-02         1.980691e-05
         155         4.903692e-02         4.901076e-02         1.967985e-05
         156         4.892443e-02         4.901020e-02         1.956148e-05
         157         4.924056e-02         4.901167e-02         1.949183e-05
         158         4.902447e-02         4.901175e-02         1.936863e-05
         159         4.897213e-02         4.901150e-02         1.924842e-05
         160         4.956139e-02         4.901494e-02         1.943251e-05
         161         4.924839e-02         4.901639e-02         1.936584e-05
         162         4.900878e-02         4.901634e-02         1.924635e-05
         163         4.886591e-02         4.901542e-02         1.915039e-05
         164         4.941667e-02         4.901787e-02         1.918927e-05
         165         4.900298e-02         4.901778e-02         1.907318e-05
         166         4.942249e-02         4.902021e-02         1.911347e-05
         167         4.895122e-02         4.901980e-02         1.900349e-05
         168         4.899200e-02         4.901963e-02         1.889109e-05
         169         4.881551e-02         4.901843e-02         1.881788e-05
         170         4.898958e-02         4.901826e-02         1.870795e-05
         171         4.904819e-02         4.901843e-02         1.859937e-05
         172         4.865214e-02         4.901630e-02         1.861275e-05
         173         4.877609e-02         4.901491e-02         1.855689e-05
         174         4.872405e-02         4.901324e-02         1.852538e-05
         175         4.859703e-02         4.901086e-02         1.857157e-05
         176         4.879648e-02         4.900965e-02         1.850595e-05
         177         4.915929e-02         4.901049e-02         1.842070e-05
         178         4.882740e-02         4.900946e-02         1.834591e-05
         179         4.900493e-02         4.900944e-02         1.824343e-05
         180         4.930425e-02         4.901108e-02         1.821546e-05
         181         4.904402e-02         4.901126e-02         1.811573e-05
         182         4.933334e-02         4.901303e-02         1.810242e-05
         183         4.906827e-02         4.901333e-02         1.800602e-05
         184         4.847394e-02         4.901040e-02         1.814522e-05
         185         4.941396e-02         4.901258e-02         1.817779e-05
         186         4.908449e-02         4.901297e-02         1.808417e-05
         187         4.859855e-02         4.901075e-02         1.812274e-05
         188         4.883620e-02         4.900982e-02         1.805011e-05
         189         4.916141e-02         4.901062e-02         1.797242e-05
         190         4.921050e-02         4.901167e-02         1.790859e-05
         191         4.901538e-02         4.901169e-02         1.781484e-05
         192         4.918107e-02         4.901258e-02         1.774388e-05
         193         4.881499e-02         4.901155e-02         1.768145e-05
         194         4.880896e-02         4.901051e-02         1.762112e-05
         195         4.906453e-02         4.901079e-02         1.753294e-05
         196         4.914565e-02         4.901147e-02         1.745698e-05
         197         4.912022e-02         4.901203e-02         1.737709e-05
         198         4.903239e-02         4.901213e-02         1.728963e-05
         199         4.914806e-02         4.901281e-02         1.721624e-05
         200         4.925621e-02         4.901403e-02         1.717312e-05
