    # BLOCK:          ACTUAL_P:          P_AVE:              ERROR:
           1         4.912526e-02         4.912526e-02         0.000000e+00
           2         4.912133e-02         4.912329e-02         1.389220e-06
           3         4.906322e-02         4.910327e-02         1.637628e-05
           4         4.918382e-02         4.912341e-02         2.132992e-05
           5         4.928194e-02         4.915511e-02         3.309786e-05
           6         4.926202e-02         4.917293e-02         3.202026e-05
           7         4.909924e-02         4.916240e-02         2.912492e-05
           8         4.898749e-02         4.914054e-02         3.267612e-05
           9         4.895373e-02         4.911978e-02         3.502285e-05
          10         4.916410e-02         4.912422e-02         3.179975e-05
          11         4.905388e-02         4.911782e-02         2.954471e-05
          12         4.840378e-02         4.905832e-02         6.307982e-05
          13         4.892605e-02         4.904814e-02         5.904234e-05
          14         4.875051e-02         4.902688e-02         5.852762e-05
          15         4.938656e-02         4.905086e-02         5.933462e-05
          16         4.863222e-02         4.902470e-02         6.112355e-05
          17         4.887888e-02         4.901612e-02         5.812680e-05
          18         4.920966e-02         4.902687e-02         5.588314e-05
          19         4.926446e-02         4.903938e-02         5.432295e-05
          20         4.887762e-02         4.903129e-02         5.220538e-05
          21         4.965412e-02         4.906095e-02         5.753062e-05
          22         4.904081e-02         4.906003e-02         5.492287e-05
          23         4.872874e-02         4.904563e-02         5.439093e-05
          24         4.895023e-02         4.904165e-02         5.226968e-05
          25         4.903166e-02         4.904125e-02         5.018042e-05
          26         4.913793e-02         4.904497e-02         4.838796e-05
          27         4.921754e-02         4.905136e-02         4.701603e-05
          28         4.884910e-02         4.904414e-02         4.588844e-05
          29         4.935037e-02         4.905470e-02         4.550484e-05
          30         4.905079e-02         4.905457e-02         4.398820e-05
          31         4.879703e-02         4.904626e-02         4.334663e-05
          32         4.960724e-02         4.906379e-02         4.539873e-05
          33         4.931438e-02         4.907139e-02         4.465357e-05
          34         4.894680e-02         4.906772e-02         4.349033e-05
          35         4.927914e-02         4.907376e-02         4.266518e-05
          36         4.913844e-02         4.907556e-02         4.151785e-05
          37         4.862645e-02         4.906342e-02         4.213271e-05
          38         4.876675e-02         4.905561e-02         4.174103e-05
          39         4.944119e-02         4.906550e-02         4.182521e-05
          40         4.947462e-02         4.907573e-02         4.201154e-05
          41         4.915643e-02         4.907770e-02         4.103296e-05
