    # BLOCK:          ACTUAL_M:          M_AVE:              ERROR:
           1         3.056800e+00         3.056800e+00         0.000000e+00
           2         2.397100e+00         2.726950e+00         2.332392e-01
           3         3.045600e+00         2.833167e+00         1.780430e-01
           4         3.092700e+00         2.898050e+00         1.448732e-01
           5         2.917400e+00         2.901920e+00         1.159503e-01
           6         3.219800e+00         2.954900e+00         1.080532e-01
           7         2.743100e+00         2.924643e+00         9.676068e-02
           8         2.899100e+00         2.921450e+00         8.471826e-02
           9         3.080900e+00         2.939167e+00         7.713537e-02
          10         2.517600e+00         2.897010e+00         8.011777e-02
          11         3.046000e+00         2.910555e+00         7.397038e-02
          12         2.724000e+00         2.895008e+00         6.942062e-02
          13         3.015500e+00         2.904277e+00         6.469636e-02
          14         2.922200e+00         2.905557e+00         6.008785e-02
          15         2.902300e+00         2.905340e+00         5.608239e-02
          16         2.976800e+00         2.909806e+00         5.275478e-02
          17         2.201000e+00         2.868112e+00         6.404254e-02
          18         3.152000e+00         2.883883e+00         6.239641e-02
          19         3.199100e+00         2.900474e+00         6.127829e-02
          20         3.211700e+00         2.916035e+00         6.015779e-02
