    # BLOCK:          ACTUAL_M:          M_AVE:              ERROR:
           1         1.510450e+01         1.510450e+01         0.000000e+00
           2         1.261460e+01         1.385955e+01         8.803126e-01
           3         1.125710e+01         1.299207e+01         9.198409e-01
           4         1.623450e+01         1.380268e+01         9.842508e-01
           5         1.248540e+01         1.353922e+01         8.219043e-01
           6         1.408820e+01         1.363072e+01         6.899943e-01
           7         1.310700e+01         1.355590e+01         5.954661e-01
           8         1.327290e+01         1.352052e+01         5.220825e-01
           9         1.308690e+01         1.347234e+01         4.662912e-01
          10         1.311580e+01         1.343669e+01         4.210230e-01
          11         1.663750e+01         1.372767e+01         4.727259e-01
          12         1.309060e+01         1.367458e+01         4.363030e-01
          13         1.572620e+01         1.383240e+01         4.303379e-01
          14         1.550520e+01         1.395189e+01         4.158567e-01
          15         1.431090e+01         1.397582e+01         3.888211e-01
          16         1.496230e+01         1.403747e+01         3.693757e-01
          17         1.756190e+01         1.424479e+01         4.016365e-01
          18         1.530310e+01         1.430359e+01         3.836026e-01
          19         1.104730e+01         1.413221e+01         3.998693e-01
          20         1.314230e+01         1.408271e+01         3.829268e-01
