    # BLOCK:          ACTUAL_M:          M_AVE:              ERROR:
           1         3.606400e+01         3.606400e+01         0.000000e+00
           2         3.363060e+01         3.484730e+01         8.603368e-01
           3         3.482490e+01         3.483983e+01         5.735903e-01
           4         3.735030e+01         3.546745e+01         6.931759e-01
           5         3.582910e+01         3.553978e+01         5.583016e-01
           6         3.151250e+01         3.486857e+01         7.693492e-01
           7         3.442760e+01         3.480557e+01         6.620162e-01
           8         3.219260e+01         3.447895e+01         6.548995e-01
           9         3.202470e+01         3.420626e+01         6.363792e-01
          10         3.358020e+01         3.414365e+01         5.758126e-01
          11         2.945150e+01         3.371709e+01         6.628938e-01
          12         3.252270e+01         3.361756e+01         6.150796e-01
          13         2.828920e+01         3.320768e+01         6.909643e-01
          14         3.537130e+01         3.336223e+01         6.586659e-01
          15         3.561500e+01         3.351241e+01         6.316449e-01
          16         3.623860e+01         3.368280e+01         6.147187e-01
          17         3.499330e+01         3.375989e+01         5.833723e-01
          18         3.287980e+01         3.371099e+01         5.530079e-01
          19         3.699710e+01         3.388395e+01         5.502835e-01
          20         2.904700e+01         3.364210e+01         5.734574e-01
