    #T:              ACCEPTANCE:
2.452946e-03         0.000000e+00
2.435811e-03         0.000000e+00
2.418795e-03         0.000000e+00
2.401898e-03         0.000000e+00
2.385120e-03         0.000000e+00
2.368458e-03         0.000000e+00
2.351913e-03         0.000000e+00
2.335484e-03         1.000000e-01
2.319169e-03         0.000000e+00
2.302969e-03         0.000000e+00
2.286881e-03         0.000000e+00
2.270906e-03         0.000000e+00
2.255042e-03         0.000000e+00
2.239290e-03         0.000000e+00
2.223647e-03         0.000000e+00
2.208114e-03         0.000000e+00
2.192689e-03         0.000000e+00
2.177371e-03         0.000000e+00
2.162161e-03         0.000000e+00
2.147057e-03         0.000000e+00
2.132059e-03         0.000000e+00
2.117165e-03         0.000000e+00
2.102376e-03         0.000000e+00
2.087689e-03         0.000000e+00
2.073106e-03         0.000000e+00
2.058624e-03         0.000000e+00
2.044243e-03         0.000000e+00
2.029963e-03         0.000000e+00
2.015783e-03         0.000000e+00
2.001701e-03         0.000000e+00
1.987718e-03         0.000000e+00
1.973833e-03         0.000000e+00
1.960045e-03         0.000000e+00
1.946353e-03         0.000000e+00
1.932756e-03         0.000000e+00
1.919255e-03         0.000000e+00
1.905848e-03         0.000000e+00
1.892534e-03         0.000000e+00
1.879314e-03         0.000000e+00
1.866186e-03         0.000000e+00
1.853150e-03         0.000000e+00
1.840204e-03         0.000000e+00
1.827349e-03         0.000000e+00
1.814584e-03         0.000000e+00
1.801908e-03         0.000000e+00
1.789321e-03         0.000000e+00
1.776822e-03         0.000000e+00
1.764410e-03         1.000000e-01
1.752084e-03         0.000000e+00
1.739845e-03         0.000000e+00
1.727691e-03         0.000000e+00
1.715622e-03         0.000000e+00
1.703638e-03         0.000000e+00
1.691737e-03         0.000000e+00
1.679919e-03         0.000000e+00
1.668184e-03         0.000000e+00
1.656531e-03         0.000000e+00
1.644959e-03         0.000000e+00
1.633468e-03         0.000000e+00
1.622057e-03         0.000000e+00
1.610726e-03         0.000000e+00
1.599474e-03         0.000000e+00
1.588301e-03         0.000000e+00
1.577206e-03         0.000000e+00
1.566188e-03         0.000000e+00
1.555248e-03         0.000000e+00
1.544383e-03         0.000000e+00
1.533595e-03         0.000000e+00
1.522882e-03         0.000000e+00
1.512244e-03         0.000000e+00
1.501680e-03         0.000000e+00
1.491190e-03         0.000000e+00
1.480773e-03         0.000000e+00
1.470429e-03         0.000000e+00
1.460157e-03         0.000000e+00
1.449957e-03         0.000000e+00
1.439828e-03         0.000000e+00
1.429770e-03         0.000000e+00
1.419783e-03         0.000000e+00
1.409865e-03         0.000000e+00
1.400016e-03         0.000000e+00
1.390236e-03         0.000000e+00
1.380524e-03         0.000000e+00
1.370881e-03         0.000000e+00
1.361304e-03         0.000000e+00
1.351795e-03         0.000000e+00
1.342352e-03         0.000000e+00
1.332975e-03         0.000000e+00
1.323663e-03         0.000000e+00
1.314417e-03         0.000000e+00
1.305235e-03         0.000000e+00
1.296117e-03         0.000000e+00
1.287063e-03         0.000000e+00
1.278072e-03         0.000000e+00
1.269144e-03         0.000000e+00
1.260278e-03         0.000000e+00
1.251474e-03         0.000000e+00
1.242732e-03         0.000000e+00
1.234051e-03         0.000000e+00
1.225430e-03         0.000000e+00
1.216870e-03         0.000000e+00
1.208370e-03         0.000000e+00
1.199928e-03         0.000000e+00
1.191546e-03         0.000000e+00
1.183223e-03         0.000000e+00
1.174957e-03         0.000000e+00
1.166749e-03         0.000000e+00
1.158599e-03         0.000000e+00
1.150506e-03         0.000000e+00
1.142469e-03         0.000000e+00
1.134488e-03         0.000000e+00
1.126563e-03         0.000000e+00
1.118693e-03         0.000000e+00
1.110878e-03         0.000000e+00
1.103118e-03         0.000000e+00
1.095412e-03         0.000000e+00
1.087760e-03         0.000000e+00
1.080162e-03         0.000000e+00
1.072616e-03         0.000000e+00
1.065123e-03         0.000000e+00
1.057683e-03         0.000000e+00
1.050294e-03         0.000000e+00
1.042958e-03         0.000000e+00
1.035672e-03         0.000000e+00
1.028437e-03         0.000000e+00
1.021253e-03         0.000000e+00
1.014119e-03         0.000000e+00
1.007035e-03         0.000000e+00
1.000000e-03         0.000000e+00
