    #T:              iterazioni:              accettazione_<H>:              mu:              sigma:              E_final:              ERROR:
9.327190e-02             8                    5.000495e-01           -5.447470e-01         6.223788e-01        -2.476393e-01          1.956475e-03
9.327190e-02             9                    4.850990e-01           -1.629201e-01         8.083997e-01        -1.345756e-01          2.770086e-03
9.327190e-02            10                    4.850990e-01           -1.629201e-01         8.083997e-01        -1.345756e-01          2.770086e-03
9.262034e-02             0                    4.850990e-01           -1.629201e-01         8.083997e-01        -1.345756e-01          2.770086e-03
9.262034e-02             1                    5.070223e-01            1.069111e-02         9.630839e-01        -2.400913e-01          3.156892e-03
9.262034e-02             2                    5.070223e-01            1.069111e-02         9.630839e-01        -2.400913e-01          3.156892e-03
9.262034e-02             3                    5.070223e-01            1.069111e-02         9.630839e-01        -2.400913e-01          3.156892e-03
9.262034e-02             4                    5.070223e-01            1.069111e-02         9.630839e-01        -2.400913e-01          3.156892e-03
9.262034e-02             5                    5.064406e-01           -3.153793e-01         9.755420e-01        -2.439883e-01          4.168217e-03
9.262034e-02             6                    5.064406e-01           -3.153793e-01         9.755420e-01        -2.439883e-01          4.168217e-03
9.262034e-02             7                    5.105619e-01           -7.955294e-01         7.503118e-01        -3.524373e-01          3.496373e-03
9.262034e-02             8                    4.952624e-01           -9.621195e-01         6.676535e-01        -2.999731e-01          3.819054e-03
9.262034e-02             9                    4.952624e-01           -9.621195e-01         6.676535e-01        -2.999731e-01          3.819054e-03
9.262034e-02            10                    4.952624e-01           -9.621195e-01         6.676535e-01        -2.999731e-01          3.819054e-03
9.197334e-02             0                    4.952624e-01           -9.621195e-01         6.676535e-01        -2.999731e-01          3.819054e-03
9.197334e-02             1                    4.952624e-01           -9.621195e-01         6.676535e-01        -2.999731e-01          3.819054e-03
9.197334e-02             2                    4.952624e-01           -9.621195e-01         6.676535e-01        -2.999731e-01          3.819054e-03
9.197334e-02             3                    4.867649e-01           -1.032043e+00         5.827005e-01        -2.144387e-01          2.883726e-03
9.197334e-02             4                    4.867649e-01           -1.032043e+00         5.827005e-01        -2.144387e-01          2.883726e-03
9.197334e-02             5                    4.867649e-01           -1.032043e+00         5.827005e-01        -2.144387e-01          2.883726e-03
9.197334e-02             6                    4.867649e-01           -1.032043e+00         5.827005e-01        -2.144387e-01          2.883726e-03
9.197334e-02             7                    4.867649e-01           -1.032043e+00         5.827005e-01        -2.144387e-01          2.883726e-03
9.197334e-02             8                    4.867649e-01           -1.032043e+00         5.827005e-01        -2.144387e-01          2.883726e-03
9.197334e-02             9                    4.867649e-01           -1.032043e+00         5.827005e-01        -2.144387e-01          2.883726e-03
9.197334e-02            10                    4.867649e-01           -1.032043e+00         5.827005e-01        -2.144387e-01          2.883726e-03
9.133085e-02             0                    4.867649e-01           -1.032043e+00         5.827005e-01        -2.144387e-01          2.883726e-03
9.133085e-02             1                    4.867649e-01           -1.032043e+00         5.827005e-01        -2.144387e-01          2.883726e-03
9.133085e-02             2                    4.867649e-01           -1.032043e+00         5.827005e-01        -2.144387e-01          2.883726e-03
9.133085e-02             3                    4.908119e-01           -5.382826e-01         6.339608e-01        -2.467686e-01          2.052906e-03
9.133085e-02             4                    4.985396e-01           -8.409144e-01         7.475422e-01        -3.268528e-01          4.085233e-03
9.133085e-02             5                    4.985396e-01           -8.409144e-01         7.475422e-01        -3.268528e-01          4.085233e-03
9.133085e-02             6                    4.985396e-01           -8.409144e-01         7.475422e-01        -3.268528e-01          4.085233e-03
9.133085e-02             7                    4.985396e-01           -8.409144e-01         7.475422e-01        -3.268528e-01          4.085233e-03
9.133085e-02             8                    4.985396e-01           -8.409144e-01         7.475422e-01        -3.268528e-01          4.085233e-03
9.133085e-02             9                    4.889282e-01           -7.826587e-01         6.366360e-01        -4.372285e-01          1.508138e-03
9.133085e-02            10                    4.889282e-01           -7.826587e-01         6.366360e-01        -4.372285e-01          1.508138e-03
9.069285e-02             0                    4.889282e-01           -7.826587e-01         6.366360e-01        -4.372285e-01          1.508138e-03
9.069285e-02             1                    4.889282e-01           -7.826587e-01         6.366360e-01        -4.372285e-01          1.508138e-03
9.069285e-02             2                    4.889282e-01           -7.826587e-01         6.366360e-01        -4.372285e-01          1.508138e-03
9.069285e-02             3                    4.889282e-01           -7.826587e-01         6.366360e-01        -4.372285e-01          1.508138e-03
9.069285e-02             4                    4.889282e-01           -7.826587e-01         6.366360e-01        -4.372285e-01          1.508138e-03
9.069285e-02             5                    4.889282e-01           -7.826587e-01         6.366360e-01        -4.372285e-01          1.508138e-03
9.069285e-02             6                    4.889282e-01           -7.826587e-01         6.366360e-01        -4.372285e-01          1.508138e-03
9.069285e-02             7                    4.988663e-01           -7.800836e-01         7.166681e-01        -3.928601e-01          2.693184e-03
9.069285e-02             8                    4.988663e-01           -7.800836e-01         7.166681e-01        -3.928601e-01          2.693184e-03
9.069285e-02             9                    4.988663e-01           -7.800836e-01         7.166681e-01        -3.928601e-01          2.693184e-03
9.069285e-02            10                    4.988663e-01           -7.800836e-01         7.166681e-01        -3.928601e-01          2.693184e-03
9.005931e-02             0                    4.988663e-01           -7.800836e-01         7.166681e-01        -3.928601e-01          2.693184e-03
9.005931e-02             1                    4.988663e-01           -7.800836e-01         7.166681e-01        -3.928601e-01          2.693184e-03
9.005931e-02             2                    4.988663e-01           -7.800836e-01         7.166681e-01        -3.928601e-01          2.693184e-03
9.005931e-02             3                    4.988663e-01           -7.800836e-01         7.166681e-01        -3.928601e-01          2.693184e-03
9.005931e-02             4                    4.988663e-01           -7.800836e-01         7.166681e-01        -3.928601e-01          2.693184e-03
9.005931e-02             5                    4.988663e-01           -7.800836e-01         7.166681e-01        -3.928601e-01          2.693184e-03
9.005931e-02             6                    4.988663e-01           -7.800836e-01         7.166681e-01        -3.928601e-01          2.693184e-03
9.005931e-02             7                    4.988663e-01           -7.800836e-01         7.166681e-01        -3.928601e-01          2.693184e-03
9.005931e-02             8                    4.988663e-01           -7.800836e-01         7.166681e-01        -3.928601e-01          2.693184e-03
9.005931e-02             9                    4.988663e-01           -7.800836e-01         7.166681e-01        -3.928601e-01          2.693184e-03
9.005931e-02            10                    4.988663e-01           -7.800836e-01         7.166681e-01        -3.928601e-01          2.693184e-03
8.943020e-02             0                    4.988663e-01           -7.800836e-01         7.166681e-01        -3.928601e-01          2.693184e-03
8.943020e-02             1                    4.882351e-01           -9.698490e-01         5.017157e-01        -1.866328e-01          2.491410e-03
8.943020e-02             2                    4.882351e-01           -9.698490e-01         5.017157e-01        -1.866328e-01          2.491410e-03
8.943020e-02             3                    4.882351e-01           -9.698490e-01         5.017157e-01        -1.866328e-01          2.491410e-03
8.943020e-02             4                    5.078069e-01           -7.705380e-01         8.539487e-01        -2.287451e-01          5.826784e-03
8.943020e-02             5                    5.078069e-01           -7.705380e-01         8.539487e-01        -2.287451e-01          5.826784e-03
8.943020e-02             6                    5.078069e-01           -7.705380e-01         8.539487e-01        -2.287451e-01          5.826784e-03
8.943020e-02             7                    5.078069e-01           -7.705380e-01         8.539487e-01        -2.287451e-01          5.826784e-03
8.943020e-02             8                    5.078069e-01           -7.705380e-01         8.539487e-01        -2.287451e-01          5.826784e-03
8.943020e-02             9                    5.078069e-01           -7.705380e-01         8.539487e-01        -2.287451e-01          5.826784e-03
8.943020e-02            10                    4.887104e-01           -5.394943e-01         1.014067e+00        -1.728326e-01          7.187539e-03
8.880548e-02             0                    4.887104e-01           -5.394943e-01         1.014067e+00        -1.728326e-01          7.187539e-03
8.880548e-02             1                    4.862649e-01           -6.206354e-01         5.456080e-01        -3.019199e-01          1.945910e-03
8.880548e-02             2                    4.862649e-01           -6.206354e-01         5.456080e-01        -3.019199e-01          1.945910e-03
8.880548e-02             3                    4.921089e-01           -5.553095e-01         5.225108e-01        -1.948038e-01          2.261204e-03
8.880548e-02             4                    4.921089e-01           -5.553095e-01         5.225108e-01        -1.948038e-01          2.261204e-03
8.880548e-02             5                    5.063119e-01           -7.120861e-01         6.416346e-01        -4.155066e-01          1.238843e-03
8.880548e-02             6                    5.063119e-01           -7.120861e-01         6.416346e-01        -4.155066e-01          1.238843e-03
8.880548e-02             7                    5.063119e-01           -7.120861e-01         6.416346e-01        -4.155066e-01          1.238843e-03
8.880548e-02             8                    5.063119e-01           -7.120861e-01         6.416346e-01        -4.155066e-01          1.238843e-03
8.880548e-02             9                    5.063119e-01           -7.120861e-01         6.416346e-01        -4.155066e-01          1.238843e-03
8.880548e-02            10                    5.063119e-01           -7.120861e-01         6.416346e-01        -4.155066e-01          1.238843e-03
8.818512e-02             0                    5.063119e-01           -7.120861e-01         6.416346e-01        -4.155066e-01          1.238843e-03
8.818512e-02             1                    4.856980e-01           -5.873193e-01         7.518645e-01        -3.184537e-01          2.271663e-03
8.818512e-02             2                    4.856980e-01           -5.873193e-01         7.518645e-01        -3.184537e-01          2.271663e-03
8.818512e-02             3                    5.113267e-01           -6.038475e-01         9.987925e-01        -1.384332e-01          7.520870e-03
8.818512e-02             4                    5.113267e-01           -6.038475e-01         9.987925e-01        -1.384332e-01          7.520870e-03
8.818512e-02             5                    5.015743e-01           -8.665808e-01         7.650182e-01        -2.778639e-01          4.764921e-03
8.818512e-02             6                    5.015743e-01           -8.665808e-01         7.650182e-01        -2.778639e-01          4.764921e-03
8.818512e-02             7                    5.015743e-01           -8.665808e-01         7.650182e-01        -2.778639e-01          4.764921e-03
8.818512e-02             8                    5.015743e-01           -8.665808e-01         7.650182e-01        -2.778639e-01          4.764921e-03
8.818512e-02             9                    4.903144e-01           -7.051141e-01         7.610844e-01        -3.530873e-01          2.894806e-03
8.818512e-02            10                    4.903144e-01           -7.051141e-01         7.610844e-01        -3.530873e-01          2.894806e-03
8.756910e-02             0                    4.903144e-01           -7.051141e-01         7.610844e-01        -3.530873e-01          2.894806e-03
8.756910e-02             1                    4.903144e-01           -7.051141e-01         7.610844e-01        -3.530873e-01          2.894806e-03
8.756910e-02             2                    4.903144e-01           -7.051141e-01         7.610844e-01        -3.530873e-01          2.894806e-03
8.756910e-02             3                    4.903144e-01           -7.051141e-01         7.610844e-01        -3.530873e-01          2.894806e-03
8.756910e-02             4                    4.903144e-01           -7.051141e-01         7.610844e-01        -3.530873e-01          2.894806e-03
8.756910e-02             5                    5.147896e-01           -9.502418e-01         6.049641e-01        -3.527706e-01          2.028182e-03
8.756910e-02             6                    5.147896e-01           -9.502418e-01         6.049641e-01        -3.527706e-01          2.028182e-03
8.756910e-02             7                    5.147896e-01           -9.502418e-01         6.049641e-01        -3.527706e-01          2.028182e-03
8.756910e-02             8                    5.147896e-01           -9.502418e-01         6.049641e-01        -3.527706e-01          2.028182e-03
8.756910e-02             9                    5.147896e-01           -9.502418e-01         6.049641e-01        -3.527706e-01          2.028182e-03
8.756910e-02            10                    5.147896e-01           -9.502418e-01         6.049641e-01        -3.527706e-01          2.028182e-03
8.695738e-02             0                    5.147896e-01           -9.502418e-01         6.049641e-01        -3.527706e-01          2.028182e-03
8.695738e-02             1                    5.147896e-01           -9.502418e-01         6.049641e-01        -3.527706e-01          2.028182e-03
8.695738e-02             2                    5.147896e-01           -9.502418e-01         6.049641e-01        -3.527706e-01          2.028182e-03
8.695738e-02             3                    5.147896e-01           -9.502418e-01         6.049641e-01        -3.527706e-01          2.028182e-03
8.695738e-02             4                    5.147896e-01           -9.502418e-01         6.049641e-01        -3.527706e-01          2.028182e-03
8.695738e-02             5                    4.917104e-01           -5.836814e-01         7.324297e-01        -3.134980e-01          2.214467e-03
8.695738e-02             6                    5.062178e-01           -7.933226e-01         7.990414e-01        -2.910680e-01          4.562025e-03
8.695738e-02             7                    5.062178e-01           -7.933226e-01         7.990414e-01        -2.910680e-01          4.562025e-03
8.695738e-02             8                    4.826658e-01           -6.583158e-01         7.066476e-01        -3.635055e-01          1.915198e-03
8.695738e-02             9                    4.826658e-01           -6.583158e-01         7.066476e-01        -3.635055e-01          1.915198e-03
8.695738e-02            10                    4.826658e-01           -6.583158e-01         7.066476e-01        -3.635055e-01          1.915198e-03
8.634993e-02             0                    4.826658e-01           -6.583158e-01         7.066476e-01        -3.635055e-01          1.915198e-03
8.634993e-02             1                    4.826658e-01           -6.583158e-01         7.066476e-01        -3.635055e-01          1.915198e-03
8.634993e-02             2                    4.826658e-01           -6.583158e-01         7.066476e-01        -3.635055e-01          1.915198e-03
8.634993e-02             3                    4.826658e-01           -6.583158e-01         7.066476e-01        -3.635055e-01          1.915198e-03
8.634993e-02             4                    4.922995e-01           -6.076303e-01         7.329225e-01        -3.297879e-01          2.053781e-03
8.634993e-02             5                    4.922995e-01           -6.076303e-01         7.329225e-01        -3.297879e-01          2.053781e-03
8.634993e-02             6                    4.922995e-01           -6.076303e-01         7.329225e-01        -3.297879e-01          2.053781e-03
8.634993e-02             7                    4.922995e-01           -6.076303e-01         7.329225e-01        -3.297879e-01          2.053781e-03
8.634993e-02             8                    5.116337e-01           -8.649228e-01         7.531588e-01        -2.957756e-01          4.744956e-03
8.634993e-02             9                    5.116337e-01           -8.649228e-01         7.531588e-01        -2.957756e-01          4.744956e-03
8.634993e-02            10                    5.116337e-01           -8.649228e-01         7.531588e-01        -2.957756e-01          4.744956e-03
8.574673e-02             0                    5.116337e-01           -8.649228e-01         7.531588e-01        -2.957756e-01          4.744956e-03
8.574673e-02             1                    5.116337e-01           -8.649228e-01         7.531588e-01        -2.957756e-01          4.744956e-03
8.574673e-02             2                    5.116337e-01           -8.649228e-01         7.531588e-01        -2.957756e-01          4.744956e-03
8.574673e-02             3                    5.116337e-01           -8.649228e-01         7.531588e-01        -2.957756e-01          4.744956e-03
8.574673e-02             4                    4.896213e-01           -5.670472e-01         4.506381e-01        -8.175258e-02          4.008394e-03
8.574673e-02             5                    4.888168e-01           -1.814177e-01         8.470831e-01        -1.821207e-01          2.507682e-03
8.574673e-02             6                    4.918663e-01           -2.623359e-01         8.325367e-01        -1.873525e-01          2.558023e-03
8.574673e-02             7                    4.918663e-01           -2.623359e-01         8.325367e-01        -1.873525e-01          2.558023e-03
8.574673e-02             8                    4.918663e-01           -2.623359e-01         8.325367e-01        -1.873525e-01          2.558023e-03
8.574673e-02             9                    5.040668e-01           -3.651577e-01         8.696784e-01        -2.403979e-01          2.743474e-03
8.574673e-02            10                    5.040668e-01           -3.651577e-01         8.696784e-01        -2.403979e-01          2.743474e-03
8.514774e-02             0                    5.040668e-01           -3.651577e-01         8.696784e-01        -2.403979e-01          2.743474e-03
8.514774e-02             1                    5.094134e-01           -7.501260e-01         7.077083e-01        -3.984628e-01          2.330486e-03
8.514774e-02             2                    5.094134e-01           -7.501260e-01         7.077083e-01        -3.984628e-01          2.330486e-03
8.514774e-02             3                    5.094134e-01           -7.501260e-01         7.077083e-01        -3.984628e-01          2.330486e-03
8.514774e-02             4                    4.821064e-01           -8.399327e-01         5.518734e-01        -3.953840e-01          1.950292e-03
8.514774e-02             5                    4.821064e-01           -8.399327e-01         5.518734e-01        -3.953840e-01          1.950292e-03
8.514774e-02             6                    4.821064e-01           -8.399327e-01         5.518734e-01        -3.953840e-01          1.950292e-03
8.514774e-02             7                    4.955990e-01           -6.351116e-01         6.168336e-01        -3.540581e-01          1.468506e-03
8.514774e-02             8                    4.955990e-01           -6.351116e-01         6.168336e-01        -3.540581e-01          1.468506e-03
8.514774e-02             9                    4.955990e-01           -6.351116e-01         6.168336e-01        -3.540581e-01          1.468506e-03
8.514774e-02            10                    4.955990e-01           -6.351116e-01         6.168336e-01        -3.540581e-01          1.468506e-03
8.455294e-02             0                    4.955990e-01           -6.351116e-01         6.168336e-01        -3.540581e-01          1.468506e-03
8.455294e-02             1                    4.865223e-01           -1.723992e-01         9.527748e-01        -2.505215e-01          3.053135e-03
8.455294e-02             2                    4.865223e-01           -1.723992e-01         9.527748e-01        -2.505215e-01          3.053135e-03
8.455294e-02             3                    4.865223e-01           -1.723992e-01         9.527748e-01        -2.505215e-01          3.053135e-03
8.455294e-02             4                    4.865223e-01           -1.723992e-01         9.527748e-01        -2.505215e-01          3.053135e-03
8.455294e-02             5                    4.865223e-01           -1.723992e-01         9.527748e-01        -2.505215e-01          3.053135e-03
8.455294e-02             6                    4.865223e-01           -1.723992e-01         9.527748e-01        -2.505215e-01          3.053135e-03
8.455294e-02             7                    4.865223e-01           -1.723992e-01         9.527748e-01        -2.505215e-01          3.053135e-03
8.455294e-02             8                    4.865223e-01           -1.723992e-01         9.527748e-01        -2.505215e-01          3.053135e-03
8.455294e-02             9                    5.174158e-01           -5.398395e-01         1.113232e+00         1.695432e-02          1.086499e-02
8.455294e-02            10                    5.174158e-01           -5.398395e-01         1.113232e+00         1.695432e-02          1.086499e-02
8.396229e-02             0                    5.174158e-01           -5.398395e-01         1.113232e+00         1.695432e-02          1.086499e-02
8.396229e-02             1                    5.174158e-01           -5.398395e-01         1.113232e+00         1.695432e-02          1.086499e-02
8.396229e-02             2                    4.842005e-01           -1.935455e-01         9.265525e-01        -2.399234e-01          2.940810e-03
8.396229e-02             3                    4.842005e-01           -1.935455e-01         9.265525e-01        -2.399234e-01          2.940810e-03
8.396229e-02             4                    5.047302e-01            2.445160e-01         1.054088e+00        -2.141005e-01          5.544109e-03
8.396229e-02             5                    5.047302e-01            2.445160e-01         1.054088e+00        -2.141005e-01          5.544109e-03
8.396229e-02             6                    4.877599e-01            2.746670e-01         9.319601e-01        -2.508580e-01          2.975623e-03
8.396229e-02             7                    5.018540e-01            1.441014e-01         1.002137e+00        -2.442798e-01          3.841555e-03
8.396229e-02             8                    5.018540e-01            1.441014e-01         1.002137e+00        -2.442798e-01          3.841555e-03
8.396229e-02             9                    4.919233e-01           -1.778764e-01         9.678700e-01        -2.510798e-01          3.444344e-03
8.396229e-02            10                    4.919233e-01           -1.778764e-01         9.678700e-01        -2.510798e-01          3.444344e-03
8.337576e-02             0                    4.919233e-01           -1.778764e-01         9.678700e-01        -2.510798e-01          3.444344e-03
8.337576e-02             1                    4.919233e-01           -1.778764e-01         9.678700e-01        -2.510798e-01          3.444344e-03
8.337576e-02             2                    4.919233e-01           -1.778764e-01         9.678700e-01        -2.510798e-01          3.444344e-03
8.337576e-02             3                    4.919233e-01           -1.778764e-01         9.678700e-01        -2.510798e-01          3.444344e-03
8.337576e-02             4                    4.963861e-01            1.043412e-01         9.490798e-01        -2.416035e-01          2.866849e-03
8.337576e-02             5                    4.891980e-01           -8.003792e-03         8.916091e-01        -2.063005e-01          2.561241e-03
8.337576e-02             6                    4.891980e-01           -8.003792e-03         8.916091e-01        -2.063005e-01          2.561241e-03
8.337576e-02             7                    4.891980e-01           -8.003792e-03         8.916091e-01        -2.063005e-01          2.561241e-03
8.337576e-02             8                    4.891980e-01           -8.003792e-03         8.916091e-01        -2.063005e-01          2.561241e-03
8.337576e-02             9                    4.891980e-01           -8.003792e-03         8.916091e-01        -2.063005e-01          2.561241e-03
8.337576e-02            10                    4.891980e-01           -8.003792e-03         8.916091e-01        -2.063005e-01          2.561241e-03
8.279334e-02             0                    4.891980e-01           -8.003792e-03         8.916091e-01        -2.063005e-01          2.561241e-03
8.279334e-02             1                    5.052673e-01            3.484414e-01         9.279969e-01        -2.505142e-01          3.283667e-03
8.279334e-02             2                    5.052673e-01            3.484414e-01         9.279969e-01        -2.505142e-01          3.283667e-03
8.279334e-02             3                    5.052673e-01            3.484414e-01         9.279969e-01        -2.505142e-01          3.283667e-03
8.279334e-02             4                    5.009926e-01           -6.688620e-02         1.089318e+00        -2.092045e-01          5.677470e-03
8.279334e-02             5                    4.894777e-01            3.804240e-01         8.439949e-01        -2.418053e-01          2.592012e-03
8.279334e-02             6                    4.894777e-01            3.804240e-01         8.439949e-01        -2.418053e-01          2.592012e-03
8.279334e-02             7                    4.894777e-01            3.804240e-01         8.439949e-01        -2.418053e-01          2.592012e-03
8.279334e-02             8                    4.894777e-01            3.804240e-01         8.439949e-01        -2.418053e-01          2.592012e-03
8.279334e-02             9                    4.894777e-01            3.804240e-01         8.439949e-01        -2.418053e-01          2.592012e-03
8.279334e-02            10                    4.894777e-01            3.804240e-01         8.439949e-01        -2.418053e-01          2.592012e-03
8.221498e-02             0                    4.894777e-01            3.804240e-01         8.439949e-01        -2.418053e-01          2.592012e-03
8.221498e-02             1                    4.894777e-01            3.804240e-01         8.439949e-01        -2.418053e-01          2.592012e-03
8.221498e-02             2                    4.894777e-01            3.804240e-01         8.439949e-01        -2.418053e-01          2.592012e-03
8.221498e-02             3                    4.885941e-01            2.407240e-01         9.024331e-01        -2.330426e-01          2.948176e-03
8.221498e-02             4                    4.885941e-01            2.407240e-01         9.024331e-01        -2.330426e-01          2.948176e-03
8.221498e-02             5                    4.885941e-01            2.407240e-01         9.024331e-01        -2.330426e-01          2.948176e-03
8.221498e-02             6                    4.885941e-01            2.407240e-01         9.024331e-01        -2.330426e-01          2.948176e-03
8.221498e-02             7                    5.004233e-01            3.115474e-01         9.116980e-01        -2.419303e-01          3.006342e-03
8.221498e-02             8                    5.004233e-01            3.115474e-01         9.116980e-01        -2.419303e-01          3.006342e-03
8.221498e-02             9                    5.034431e-01            5.691958e-02         1.021496e+00        -2.392104e-01          4.364892e-03
8.221498e-02            10                    4.877302e-01            5.066686e-01         7.042440e-01        -2.467769e-01          2.194916e-03
8.164066e-02             0                    4.877302e-01            5.066686e-01         7.042440e-01        -2.467769e-01          2.194916e-03
8.164066e-02             1                    4.877302e-01            5.066686e-01         7.042440e-01        -2.467769e-01          2.194916e-03
8.164066e-02             2                    4.877302e-01            5.066686e-01         7.042440e-01        -2.467769e-01          2.194916e-03
8.164066e-02             3                    4.877302e-01            5.066686e-01         7.042440e-01        -2.467769e-01          2.194916e-03
8.164066e-02             4                    4.877302e-01            5.066686e-01         7.042440e-01        -2.467769e-01          2.194916e-03
8.164066e-02             5                    5.127203e-01            2.879580e-01         1.065468e+00        -2.001201e-01          5.706143e-03
8.164066e-02             6                    5.127203e-01            2.879580e-01         1.065468e+00        -2.001201e-01          5.706143e-03
8.164066e-02             7                    5.077822e-01            5.339854e-01         1.071221e+00        -7.365700e-02          9.381152e-03
8.164066e-02             8                    4.850718e-01            5.832939e-01         7.479782e-01        -3.141206e-01          2.203278e-03
8.164066e-02             9                    4.850718e-01            5.832939e-01         7.479782e-01        -3.141206e-01          2.203278e-03
8.164066e-02            10                    4.850718e-01            5.832939e-01         7.479782e-01        -3.141206e-01          2.203278e-03
8.107036e-02             0                    4.850718e-01            5.832939e-01         7.479782e-01        -3.141206e-01          2.203278e-03
8.107036e-02             1                    4.850718e-01            5.832939e-01         7.479782e-01        -3.141206e-01          2.203278e-03
8.107036e-02             2                    4.850718e-01            5.832939e-01         7.479782e-01        -3.141206e-01          2.203278e-03
8.107036e-02             3                    4.850718e-01            5.832939e-01         7.479782e-01        -3.141206e-01          2.203278e-03
8.107036e-02             4                    4.850718e-01            5.832939e-01         7.479782e-01        -3.141206e-01          2.203278e-03
8.107036e-02             5                    4.850718e-01            5.832939e-01         7.479782e-01        -3.141206e-01          2.203278e-03
8.107036e-02             6                    4.850718e-01            5.832939e-01         7.479782e-01        -3.141206e-01          2.203278e-03
8.107036e-02             7                    4.850718e-01            5.832939e-01         7.479782e-01        -3.141206e-01          2.203278e-03
8.107036e-02             8                    4.850718e-01            5.832939e-01         7.479782e-01        -3.141206e-01          2.203278e-03
8.107036e-02             9                    4.850718e-01            5.832939e-01         7.479782e-01        -3.141206e-01          2.203278e-03
8.107036e-02            10                    4.850718e-01            5.832939e-01         7.479782e-01        -3.141206e-01          2.203278e-03
8.050403e-02             0                    4.850718e-01            5.832939e-01         7.479782e-01        -3.141206e-01          2.203278e-03
8.050403e-02             1                    4.845470e-01            1.979994e-01         1.011666e+00        -2.516677e-01          3.995885e-03
8.050403e-02             2                    4.845470e-01            1.979994e-01         1.011666e+00        -2.516677e-01          3.995885e-03
8.050403e-02             3                    4.888391e-01            4.111643e-01         8.619805e-01        -2.594108e-01          2.838209e-03
8.050403e-02             4                    4.888391e-01            4.111643e-01         8.619805e-01        -2.594108e-01          2.838209e-03
8.050403e-02             5                    4.888391e-01            4.111643e-01         8.619805e-01        -2.594108e-01          2.838209e-03
8.050403e-02             6                    4.888391e-01            4.111643e-01         8.619805e-01        -2.594108e-01          2.838209e-03
8.050403e-02             7                    4.888391e-01            4.111643e-01         8.619805e-01        -2.594108e-01          2.838209e-03
8.050403e-02             8                    4.888391e-01            4.111643e-01         8.619805e-01        -2.594108e-01          2.838209e-03
8.050403e-02             9                    4.888391e-01            4.111643e-01         8.619805e-01        -2.594108e-01          2.838209e-03
8.050403e-02            10                    4.927574e-01            4.372885e-01         7.417768e-01        -2.109105e-01          2.375409e-03
7.994167e-02             0                    4.927574e-01            4.372885e-01         7.417768e-01        -2.109105e-01          2.375409e-03
7.994167e-02             1                    4.851213e-01            4.777269e-01         6.628187e-01        -1.909819e-01          2.319470e-03
7.994167e-02             2                    4.851213e-01            4.777269e-01         6.628187e-01        -1.909819e-01          2.319470e-03
7.994167e-02             3                    5.093960e-01            5.607097e-01         8.087661e-01        -2.945183e-01          2.752145e-03
7.994167e-02             4                    5.093960e-01            5.607097e-01         8.087661e-01        -2.945183e-01          2.752145e-03
7.994167e-02             5                    5.093960e-01            5.607097e-01         8.087661e-01        -2.945183e-01          2.752145e-03
7.994167e-02             6                    5.093960e-01            5.607097e-01         8.087661e-01        -2.945183e-01          2.752145e-03
7.994167e-02             7                    5.030718e-01            7.427679e-01         5.210613e-01        -3.492684e-01          2.662252e-03
7.994167e-02             8                    5.030718e-01            7.427679e-01         5.210613e-01        -3.492684e-01          2.662252e-03
7.994167e-02             9                    5.030718e-01            7.427679e-01         5.210613e-01        -3.492684e-01          2.662252e-03
7.994167e-02            10                    5.017030e-01            7.259963e-01         7.407582e-01        -3.697400e-01          2.641832e-03
7.938323e-02             0                    5.017030e-01            7.259963e-01         7.407582e-01        -3.697400e-01          2.641832e-03
7.938323e-02             1                    5.017030e-01            7.259963e-01         7.407582e-01        -3.697400e-01          2.641832e-03
7.938323e-02             2                    5.017030e-01            7.259963e-01         7.407582e-01        -3.697400e-01          2.641832e-03
7.938323e-02             3                    4.876683e-01            4.548118e-01         9.370310e-01        -2.607794e-01          4.052968e-03
7.938323e-02             4                    5.059332e-01            7.394581e-01         8.473421e-01        -2.609277e-01          5.134629e-03
7.938323e-02             5                    5.059332e-01            7.394581e-01         8.473421e-01        -2.609277e-01          5.134629e-03
7.938323e-02             6                    5.059332e-01            7.394581e-01         8.473421e-01        -2.609277e-01          5.134629e-03
7.938323e-02             7                    4.892401e-01            2.672550e-01         1.012751e+00        -2.446941e-01          4.507626e-03
7.938323e-02             8                    4.892401e-01            2.672550e-01         1.012751e+00        -2.446941e-01          4.507626e-03
7.938323e-02             9                    4.892401e-01            2.672550e-01         1.012751e+00        -2.446941e-01          4.507626e-03
7.938323e-02            10                    4.892401e-01            2.672550e-01         1.012751e+00        -2.446941e-01          4.507626e-03
7.882869e-02             0                    4.892401e-01            2.672550e-01         1.012751e+00        -2.446941e-01          4.507626e-03
7.882869e-02             1                    4.933886e-01           -2.305539e-01         1.033603e+00        -2.349693e-01          4.882445e-03
7.882869e-02             2                    4.894455e-01            1.393622e-01         8.995617e-01        -2.184864e-01          2.602011e-03
7.882869e-02             3                    5.136238e-01           -2.175272e-03         1.179001e+00        -1.003528e-01          9.156896e-03
7.882869e-02             4                    4.878936e-01           -1.253482e-01         1.034590e+00        -2.491871e-01          4.231784e-03
7.882869e-02             5                    4.878936e-01           -1.253482e-01         1.034590e+00        -2.491871e-01          4.231784e-03
7.882869e-02             6                    4.878936e-01           -1.253482e-01         1.034590e+00        -2.491871e-01          4.231784e-03
7.882869e-02             7                    4.878936e-01           -1.253482e-01         1.034590e+00        -2.491871e-01          4.231784e-03
7.882869e-02             8                    4.878936e-01           -1.253482e-01         1.034590e+00        -2.491871e-01          4.231784e-03
