    #T:              iterazioni:              accettazione_<H>:              mu:              sigma:              E_final:              ERROR:
1.100000e+00             0                    5.002797e-01            5.000000e-02         1.000000e-01         1.959790e+01          8.533088e-02
1.100000e+00             1                    4.938069e-01           -3.273506e-01        -2.300820e-01         2.214020e+00          1.890966e-02
1.100000e+00             2                    5.031634e-01           -4.961849e-01        -2.529673e-01         2.734005e+00          1.654598e-02
1.100000e+00             3                    5.219926e-01           -2.911560e-01        -6.669601e-01         8.285259e-03          3.133228e-03
1.100000e+00             4                    5.127995e-01            1.143278e-01        -7.954639e-01        -1.053094e-01          2.682073e-03
1.100000e+00             5                    5.253589e-01            3.903757e-01        -1.274326e+00         3.084430e-01          1.713878e-02
1.100000e+00             6                    5.253589e-01            3.903757e-01        -1.274326e+00         3.084430e-01          1.713878e-02
1.100000e+00             7                    5.001931e-01           -9.232267e-02        -1.191148e+00        -7.142934e-02          9.847618e-03
1.100000e+00             8                    5.099381e-01            1.623310e-01        -1.457991e+00         9.223494e-01          2.806386e-02
1.100000e+00             9                    5.005124e-01            1.555573e-01        -1.201943e+00        -3.424084e-02          1.021274e-02
1.100000e+00            10                    5.048292e-01            1.498170e-01        -1.444050e+00         8.301024e-01          2.623495e-02
1.092316e+00             0                    5.048292e-01            1.498170e-01        -1.444050e+00         8.301024e-01          2.623495e-02
1.092316e+00             1                    4.824851e-01            1.216136e-01        -1.359133e+00         3.859972e-01          1.781125e-02
1.092316e+00             2                    4.824851e-01            1.216136e-01        -1.359133e+00         3.859972e-01          1.781125e-02
1.092316e+00             3                    4.895074e-01            5.534791e-01        -1.105081e+00        -7.422497e-03          1.061980e-02
1.092316e+00             4                    4.954183e-01            7.776307e-02        -9.190754e-01        -2.269029e-01          2.620116e-03
1.092316e+00             5                    5.122178e-01            2.297177e-01        -1.205224e+00        -5.436672e-03          1.096013e-02
1.092316e+00             6                    5.122178e-01            2.297177e-01        -1.205224e+00        -5.436672e-03          1.096013e-02
1.092316e+00             7                    4.857871e-01            3.069869e-01        -8.652190e-01        -2.303932e-01          2.696300e-03
1.092316e+00             8                    4.857871e-01            3.069869e-01        -8.652190e-01        -2.303932e-01          2.696300e-03
1.092316e+00             9                    4.857871e-01            3.069869e-01        -8.652190e-01        -2.303932e-01          2.696300e-03
1.092316e+00            10                    5.064752e-01            7.468623e-01        -5.519336e-01        -4.003362e-01          1.815357e-03
1.084685e+00             0                    5.064752e-01            7.468623e-01        -5.519336e-01        -4.003362e-01          1.815357e-03
1.084685e+00             1                    4.931609e-01            3.806662e-01        -9.984540e-01        -2.294822e-01          5.117185e-03
1.084685e+00             2                    4.942351e-01           -7.556877e-03        -5.129788e-01         6.745073e-01          5.101792e-03
1.084685e+00             3                    5.065718e-01           -2.348054e-01        -7.616136e-01        -9.909927e-02          2.685115e-03
1.084685e+00             4                    5.086040e-01           -4.526129e-01        -7.800841e-01        -2.402262e-01          2.299112e-03
1.084685e+00             5                    5.121955e-01           -7.378946e-01        -1.262225e+00         9.298387e-01          2.466641e-02
1.084685e+00             6                    5.090470e-01           -6.893725e-01        -1.503197e+00         2.329010e+00          4.512923e-02
1.084685e+00             7                    5.090470e-01           -6.893725e-01        -1.503197e+00         2.329010e+00          4.512923e-02
1.084685e+00             8                    4.941188e-01           -3.576698e-01        -1.254427e+00         1.895235e-01          1.482764e-02
1.084685e+00             9                    4.941188e-01           -3.576698e-01        -1.254427e+00         1.895235e-01          1.482764e-02
1.084685e+00            10                    4.941188e-01           -3.576698e-01        -1.254427e+00         1.895235e-01          1.482764e-02
1.077108e+00             0                    4.941188e-01           -3.576698e-01        -1.254427e+00         1.895235e-01          1.482764e-02
1.077108e+00             1                    5.022673e-01            1.287898e-01        -1.411198e+00         6.615656e-01          2.561646e-02
1.077108e+00             2                    4.900619e-01           -3.425141e-01        -1.065431e+00        -1.973751e-01          6.480680e-03
1.077108e+00             3                    4.991733e-01           -2.664914e-01        -7.117264e-01        -4.278020e-02          2.899388e-03
1.077108e+00             4                    5.099183e-01            8.156672e-02        -9.317819e-01        -2.287035e-01          2.614311e-03
1.077108e+00             5                    4.979728e-01            5.333465e-01        -5.065692e-01        -1.403549e-01          2.579676e-03
1.077108e+00             6                    4.866213e-01            3.237663e-01        -2.246446e-01         2.387966e+00          2.006461e-02
1.077108e+00             7                    4.866213e-01            3.237663e-01        -2.246446e-01         2.387966e+00          2.006461e-02
1.077108e+00             8                    4.938094e-01           -3.145958e-02        -4.642110e-01         9.216166e-01          6.010175e-03
1.077108e+00             9                    5.037649e-01            1.634096e-02        -8.760992e-01        -1.898880e-01          2.578540e-03
1.077108e+00            10                    5.037649e-01            1.634096e-02        -8.760992e-01        -1.898880e-01          2.578540e-03
1.069584e+00             0                    5.037649e-01            1.634096e-02        -8.760992e-01        -1.898880e-01          2.578540e-03
1.069584e+00             1                    4.954678e-01           -1.420233e-01        -6.160549e-01         2.473104e-01          3.824822e-03
1.069584e+00             2                    5.065594e-01           -2.921356e-02        -9.029233e-01        -2.089533e-01          2.543804e-03
1.069584e+00             3                    5.036287e-01            3.092879e-01        -4.106120e-01         5.685882e-01          4.549142e-03
1.069584e+00             4                    5.065124e-01           -1.128940e-01        -8.237020e-01        -1.378575e-01          2.582822e-03
1.069584e+00             5                    5.243614e-01            1.801637e-01        -1.214811e+00        -1.004271e-03          1.136755e-02
1.069584e+00             6                    5.243614e-01            1.801637e-01        -1.214811e+00        -1.004271e-03          1.136755e-02
1.069584e+00             7                    5.243614e-01            1.801637e-01        -1.214811e+00        -1.004271e-03          1.136755e-02
1.069584e+00             8                    4.943911e-01           -5.029088e-02        -8.124347e-01        -1.196615e-01          2.714793e-03
1.069584e+00             9                    4.911436e-01            2.739891e-01        -6.663026e-01         2.625482e-02          3.192726e-03
1.069584e+00            10                    5.112797e-01            3.274982e-02        -1.106217e+00        -1.979583e-01          5.940673e-03
1.062112e+00             0                    5.112797e-01            3.274982e-02        -1.106217e+00        -1.979583e-01          5.940673e-03
1.062112e+00             1                    5.133960e-01           -4.542901e-01        -1.227995e+00         2.189661e-01          1.453286e-02
1.062112e+00             2                    4.948960e-01            2.331064e-02        -9.040297e-01        -2.119727e-01          2.642303e-03
1.062112e+00             3                    5.015124e-01            5.177614e-01        -5.122552e-01        -1.227577e-01          2.611329e-03
1.062112e+00             4                    4.876856e-01            7.393455e-01        -4.138477e-01         1.482356e-01          6.599379e-03
1.062112e+00             5                    4.939480e-01            9.976547e-01        -4.644716e-01        -2.220692e-02          3.291033e-03
1.062112e+00             6                    5.099777e-01            1.385143e+00        -6.054715e-01         1.278550e+00          1.149254e-02
1.062112e+00             7                    5.099777e-01            1.385143e+00        -6.054715e-01         1.278550e+00          1.149254e-02
1.062112e+00             8                    4.958168e-01            1.450186e+00        -4.071651e-01         1.529122e+00          6.730932e-03
1.062112e+00             9                    4.902896e-01            1.692678e+00        -2.607084e-01         5.236224e+00          1.559631e-02
1.062112e+00            10                    4.902896e-01            1.692678e+00        -2.607084e-01         5.236224e+00          1.559631e-02
1.054693e+00             0                    4.902896e-01            1.692678e+00        -2.607084e-01         5.236224e+00          1.559631e-02
1.054693e+00             1                    4.902896e-01            1.692678e+00        -2.607084e-01         5.236224e+00          1.559631e-02
1.054693e+00             2                    4.902896e-01            1.692678e+00        -2.607084e-01         5.236224e+00          1.559631e-02
1.054693e+00             3                    4.902896e-01            1.692678e+00        -2.607084e-01         5.236224e+00          1.559631e-02
1.054693e+00             4                    4.882327e-01            1.382031e+00         2.087259e-01         4.827407e+00          2.503767e-02
1.054693e+00             5                    5.216609e-01            1.213908e+00         5.666175e-01         2.919474e-01          5.957226e-03
1.054693e+00             6                    5.216609e-01            1.213908e+00         5.666175e-01         2.919474e-01          5.957226e-03
1.054693e+00             7                    5.216609e-01            1.213908e+00         5.666175e-01         2.919474e-01          5.957226e-03
1.054693e+00             8                    5.011114e-01            1.089462e+00         7.295083e-01         1.221270e-01          7.697260e-03
1.054693e+00             9                    5.011114e-01            1.089462e+00         7.295083e-01         1.221270e-01          7.697260e-03
1.054693e+00            10                    4.904678e-01            6.258540e-01         4.382486e-01        -5.052859e-02          4.767392e-03
1.047325e+00             0                    4.904678e-01            6.258540e-01         4.382486e-01        -5.052859e-02          4.767392e-03
1.047325e+00             1                    4.904678e-01            6.258540e-01         4.382486e-01        -5.052859e-02          4.767392e-03
1.047325e+00             2                    4.986510e-01            5.952305e-01         4.585557e-01        -1.234179e-01          3.878456e-03
1.047325e+00             3                    4.986510e-01            5.952305e-01         4.585557e-01        -1.234179e-01          3.878456e-03
1.047325e+00             4                    4.986510e-01            5.952305e-01         4.585557e-01        -1.234179e-01          3.878456e-03
1.047325e+00             5                    4.986510e-01            5.952305e-01         4.585557e-01        -1.234179e-01          3.878456e-03
1.047325e+00             6                    4.986510e-01            5.952305e-01         4.585557e-01        -1.234179e-01          3.878456e-03
1.047325e+00             7                    4.940767e-01            2.244093e-01         6.211218e-01         1.672208e-01          3.559209e-03
1.047325e+00             8                    4.940767e-01            2.244093e-01         6.211218e-01         1.672208e-01          3.559209e-03
1.047325e+00             9                    4.973812e-01            2.796493e-01         5.977932e-01         1.568998e-01          3.509960e-03
1.047325e+00            10                    4.973812e-01            2.796493e-01         5.977932e-01         1.568998e-01          3.509960e-03
1.040009e+00             0                    4.973812e-01            2.796493e-01         5.977932e-01         1.568998e-01          3.509960e-03
1.040009e+00             1                    4.973812e-01            2.796493e-01         5.977932e-01         1.568998e-01          3.509960e-03
1.040009e+00             2                    5.035668e-01            1.863146e-01         1.032422e+00        -2.349560e-01          4.791889e-03
1.040009e+00             3                    5.035668e-01            1.863146e-01         1.032422e+00        -2.349560e-01          4.791889e-03
1.040009e+00             4                    4.955792e-01            4.823316e-01         8.211979e-01        -2.708781e-01          2.599743e-03
1.040009e+00             5                    4.937550e-01            2.991034e-01         8.138165e-01        -1.879220e-01          2.467030e-03
1.040009e+00             6                    4.992574e-01            7.555501e-02         6.534094e-01         1.819052e-01          3.670153e-03
1.040009e+00             7                    5.143218e-01            3.377169e-01         6.708414e-01        -4.322629e-02          2.908092e-03
1.040009e+00             8                    5.115099e-01            2.883903e-02         8.380866e-01        -1.483321e-01          2.490613e-03
1.040009e+00             9                    5.196856e-01           -3.426092e-01         1.035028e+00        -2.110785e-01          6.041609e-03
1.040009e+00            10                    4.954505e-01           -3.022256e-01         9.697888e-01        -2.508550e-01          3.810457e-03
1.032744e+00             0                    4.954505e-01           -3.022256e-01         9.697888e-01        -2.508550e-01          3.810457e-03
1.032744e+00             1                    5.034084e-01           -2.950378e-01         1.185581e+00        -1.785549e-02          1.077172e-02
1.032744e+00             2                    4.852005e-01           -6.863382e-01         7.007352e-01        -3.817153e-01          1.791855e-03
1.032744e+00             3                    5.081015e-01           -9.590292e-01         6.462559e-01        -3.223589e-01          3.240095e-03
1.032744e+00             4                    4.937203e-01           -1.105257e+00         5.539903e-01        -4.642624e-02          3.242414e-03
1.032744e+00             5                    5.174975e-01           -6.681538e-01         7.144972e-01        -3.681605e-01          2.080828e-03
1.032744e+00             6                    4.865173e-01           -5.081751e-01         3.296938e-01         7.856125e-01          9.918194e-03
1.032744e+00             7                    4.865173e-01           -5.081751e-01         3.296938e-01         7.856125e-01          9.918194e-03
1.032744e+00             8                    5.067277e-01           -8.851575e-01         5.737703e-01        -4.001537e-01          1.660885e-03
1.032744e+00             9                    4.917005e-01           -5.872369e-01         6.209747e-01        -3.020161e-01          1.763020e-03
1.032744e+00            10                    5.079109e-01           -7.482402e-01         6.556143e-01        -4.246131e-01          1.480312e-03
1.025530e+00             0                    5.079109e-01           -7.482402e-01         6.556143e-01        -4.246131e-01          1.480312e-03
1.025530e+00             1                    5.079109e-01           -7.482402e-01         6.556143e-01        -4.246131e-01          1.480312e-03
1.025530e+00             2                    5.038688e-01           -5.797252e-01         1.153207e+00         1.638382e-01          1.424616e-02
1.025530e+00             3                    4.880718e-01           -2.962858e-01         1.220356e+00         2.616752e-02          1.089977e-02
1.025530e+00             4                    4.997748e-01           -4.079860e-01         8.899278e-01        -2.555704e-01          3.329349e-03
1.025530e+00             5                    5.028614e-01           -3.292671e-02         6.995678e-01         8.092923e-02          3.327469e-03
1.025530e+00             6                    5.237054e-01            1.805100e-01         1.082268e+00        -2.063627e-01          5.906053e-03
1.025530e+00             7                    5.012574e-01            3.546909e-01         1.038439e+00        -2.062580e-01          5.734366e-03
1.025530e+00             8                    5.171906e-01            7.726591e-01         1.173562e+00         6.327947e-01          2.028796e-02
1.025530e+00             9                    4.885124e-01            6.807991e-01         7.237409e-01        -3.672367e-01          2.199238e-03
1.025530e+00            10                    5.020149e-01            8.469127e-01         3.631917e-01         6.638668e-01          7.862572e-03
1.018366e+00             0                    5.020149e-01            8.469127e-01         3.631917e-01         6.638668e-01          7.862572e-03
1.018366e+00             1                    5.213193e-01            3.896694e-01         8.289712e-01        -2.342165e-01          2.499819e-03
1.018366e+00             2                    5.096980e-01            5.319305e-01         1.139439e+00         5.932700e-02          1.173124e-02
1.018366e+00             3                    5.047946e-01            2.978686e-01         8.910616e-01        -2.365595e-01          2.919842e-03
1.018366e+00             4                    4.940446e-01            3.916179e-01         4.922256e-01         1.576467e-01          3.353149e-03
1.018366e+00             5                    4.940446e-01            3.916179e-01         4.922256e-01         1.576467e-01          3.353149e-03
1.018366e+00             6                    4.940446e-01            3.916179e-01         4.922256e-01         1.576467e-01          3.353149e-03
1.018366e+00             7                    5.227871e-01            4.762556e-01         8.929463e-01        -2.685588e-01          3.229066e-03
1.018366e+00             8                    5.227871e-01            4.762556e-01         8.929463e-01        -2.685588e-01          3.229066e-03
1.018366e+00             9                    5.227871e-01            4.762556e-01         8.929463e-01        -2.685588e-01          3.229066e-03
1.018366e+00            10                    5.227871e-01            4.762556e-01         8.929463e-01        -2.685588e-01          3.229066e-03
1.011252e+00             0                    5.227871e-01            4.762556e-01         8.929463e-01        -2.685588e-01          3.229066e-03
1.011252e+00             1                    5.123911e-01            2.561457e-01         9.712830e-01        -2.493215e-01          3.266580e-03
1.011252e+00             2                    5.137946e-01            7.062229e-01         9.815895e-01        -7.369213e-02          9.138838e-03
1.011252e+00             3                    5.016188e-01            5.394045e-01         1.173076e+00         1.590917e-01          1.416454e-02
1.011252e+00             4                    5.016188e-01            5.394045e-01         1.173076e+00         1.590917e-01          1.416454e-02
1.011252e+00             5                    5.016188e-01            5.394045e-01         1.173076e+00         1.590917e-01          1.416454e-02
1.011252e+00             6                    5.016535e-01            1.552806e-01         1.298337e+00         2.105282e-01          1.543313e-02
1.011252e+00             7                    5.016535e-01            1.552806e-01         1.298337e+00         2.105282e-01          1.543313e-02
1.011252e+00             8                    4.886163e-01            6.063661e-01         9.908293e-01        -1.589921e-01          7.239268e-03
1.011252e+00             9                    5.099876e-01            2.099864e-01         1.263370e+00         1.229297e-01          1.330392e-02
1.011252e+00            10                    5.099876e-01            2.099864e-01         1.263370e+00         1.229297e-01          1.330392e-02
1.004188e+00             0                    5.099876e-01            2.099864e-01         1.263370e+00         1.229297e-01          1.330392e-02
1.004188e+00             1                    4.972822e-01            2.200934e-01         1.146195e+00        -1.252722e-01          8.377394e-03
1.004188e+00             2                    4.951015e-01            6.375895e-01         8.817697e-01        -2.601037e-01          4.970609e-03
1.004188e+00             3                    4.910965e-01            4.819666e-01         7.568828e-01        -2.515122e-01          2.385378e-03
1.004188e+00             4                    4.834208e-01            9.678823e-01         4.972673e-01        -1.763852e-01          2.514094e-03
1.004188e+00             5                    4.834208e-01            9.678823e-01         4.972673e-01        -1.763852e-01          2.514094e-03
1.004188e+00             6                    5.236733e-01            5.640254e-01         9.606562e-01        -2.079696e-01          5.568104e-03
1.004188e+00             7                    5.124059e-01            9.028326e-01         1.024628e+00         4.421368e-01          1.526712e-02
1.004188e+00             8                    4.974579e-01            7.555422e-01         1.210967e+00         7.363349e-01          2.198869e-02
1.004188e+00             9                    5.018985e-01            9.284546e-01         1.059235e+00         6.486641e-01          1.815912e-02
1.004188e+00            10                    5.018985e-01            9.284546e-01         1.059235e+00         6.486641e-01          1.815912e-02
9.971731e-01             0                    5.018985e-01            9.284546e-01         1.059235e+00         6.486641e-01          1.815912e-02
9.971731e-01             1                    5.018985e-01            9.284546e-01         1.059235e+00         6.486641e-01          1.815912e-02
9.971731e-01             2                    5.018985e-01            9.284546e-01         1.059235e+00         6.486641e-01          1.815912e-02
9.971731e-01             3                    4.844604e-01            6.977761e-01         6.743153e-01        -3.987740e-01          1.614214e-03
9.971731e-01             4                    4.844604e-01            6.977761e-01         6.743153e-01        -3.987740e-01          1.614214e-03
9.971731e-01             5                    4.891634e-01            7.556230e-01         3.116554e-01         1.446299e+00          1.039316e-02
9.971731e-01             6                    4.891634e-01            7.556230e-01         3.116554e-01         1.446299e+00          1.039316e-02
9.971731e-01             7                    5.070446e-01            6.184998e-01         5.683885e-01        -3.156513e-01          1.744679e-03
9.971731e-01             8                    5.070446e-01            6.184998e-01         5.683885e-01        -3.156513e-01          1.744679e-03
9.971731e-01             9                    4.943366e-01            7.565146e-01         3.140248e-01         1.389014e+00          1.117240e-02
9.971731e-01            10                    4.933589e-01            1.031273e+00         3.076091e-01         1.311407e+00          1.106857e-02
9.902073e-01             0                    4.933589e-01            1.031273e+00         3.076091e-01         1.311407e+00          1.106857e-02
9.902073e-01             1                    5.118465e-01            7.064026e-01         6.442356e-01        -4.108949e-01          1.277985e-03
9.902073e-01             2                    4.830916e-01            3.991085e-01         4.267516e-01         2.579123e-01          3.806204e-03
9.902073e-01             3                    4.830916e-01            3.991085e-01         4.267516e-01         2.579123e-01          3.806204e-03
9.902073e-01             4                    5.140149e-01            2.056265e-01         9.034230e-01        -2.253107e-01          2.561822e-03
9.902073e-01             5                    5.071856e-01            2.194492e-01         1.001296e+00        -2.427200e-01          4.299150e-03
9.902073e-01             6                    5.071856e-01            2.194492e-01         1.001296e+00        -2.427200e-01          4.299150e-03
9.902073e-01             7                    4.883738e-01           -1.326467e-01         9.072142e-01        -2.255775e-01          2.638943e-03
9.902073e-01             8                    5.010520e-01            2.840728e-01         9.021235e-01        -2.368689e-01          2.856472e-03
9.902073e-01             9                    4.977896e-01            4.725344e-01         5.353820e-01        -6.334042e-02          2.664309e-03
9.902073e-01            10                    4.860248e-01            2.398796e-01         6.631599e-01         6.242396e-02          3.367202e-03
9.832902e-01             0                    4.860248e-01            2.398796e-01         6.631599e-01         6.242396e-02          3.367202e-03
9.832902e-01             1                    5.036931e-01            3.701121e-01         6.675484e-01        -7.022647e-02          2.789096e-03
9.832902e-01             2                    5.172252e-01            7.017745e-01         9.397574e-01        -1.490645e-01          7.241671e-03
9.832902e-01             3                    5.083366e-01            7.302263e-01         1.170686e+00         4.951195e-01          1.912310e-02
9.832902e-01             4                    4.985891e-01            7.858988e-01         7.725695e-01        -3.294759e-01          3.919765e-03
9.832902e-01             5                    4.998936e-01            4.498904e-01         9.168818e-01        -2.587883e-01          3.879524e-03
9.832902e-01             6                    4.998936e-01            4.498904e-01         9.168818e-01        -2.587883e-01          3.879524e-03
9.832902e-01             7                    4.924926e-01            1.864414e-01         6.405255e-01         1.546375e-01          3.594775e-03
9.832902e-01             8                    5.170866e-01            6.152367e-02         9.279119e-01        -2.290081e-01          2.613960e-03
9.832902e-01             9                    5.170866e-01            6.152367e-02         9.279119e-01        -2.290081e-01          2.613960e-03
9.832902e-01            10                    4.835495e-01            1.062458e-01         8.402789e-01        -1.612571e-01          2.623451e-03
9.764213e-01             0                    4.835495e-01            1.062458e-01         8.402789e-01        -1.612571e-01          2.623451e-03
9.764213e-01             1                    5.186510e-01           -1.592007e-03         1.161045e+00        -1.340875e-01          7.967163e-03
9.764213e-01             2                    5.186510e-01           -1.592007e-03         1.161045e+00        -1.340875e-01          7.967163e-03
9.764213e-01             3                    4.967797e-01            2.811910e-01         1.000069e+00        -2.453571e-01          4.200042e-03
9.764213e-01             4                    5.032772e-01            2.035876e-02         1.163386e+00        -1.219133e-01          8.624951e-03
9.764213e-01             5                    4.943366e-01            1.254519e-01         1.124666e+00        -1.786681e-01          6.725010e-03
9.764213e-01             6                    5.001386e-01            4.148150e-01         7.007851e-01        -1.550199e-01          2.541326e-03
9.764213e-01             7                    5.071931e-01            4.946165e-01         8.456074e-01        -2.685872e-01          3.067993e-03
9.764213e-01             8                    4.980124e-01            2.840616e-01         4.886237e-01         4.212387e-01          4.289324e-03
9.764213e-01             9                    4.880644e-01           -9.917147e-02         5.274693e-01         5.750431e-01          4.893306e-03
9.764213e-01            10                    4.893218e-01            3.090333e-01         3.760028e-01         6.805201e-01          4.870842e-03
9.696005e-01             0                    4.893218e-01            3.090333e-01         3.760028e-01         6.805201e-01          4.870842e-03
9.696005e-01             1                    4.893218e-01            3.090333e-01         3.760028e-01         6.805201e-01          4.870842e-03
9.696005e-01             2                    4.893218e-01            3.090333e-01         3.760028e-01         6.805201e-01          4.870842e-03
9.696005e-01             3                    4.893218e-01            3.090333e-01         3.760028e-01         6.805201e-01          4.870842e-03
9.696005e-01             4                    5.095099e-01            5.965141e-01         4.465021e-01        -8.175474e-02          4.272808e-03
9.696005e-01             5                    4.970421e-01            1.609598e-01         8.950414e-01        -2.182179e-01          2.553846e-03
9.696005e-01             6                    4.970421e-01            1.609598e-01         8.950414e-01        -2.182179e-01          2.553846e-03
9.696005e-01             7                    5.060050e-01           -1.047747e-01         1.038216e+00        -2.390893e-01          4.226324e-03
9.696005e-01             8                    4.905891e-01           -4.680810e-02         8.972012e-01        -2.106810e-01          2.557768e-03
9.696005e-01             9                    4.905891e-01           -4.680810e-02         8.972012e-01        -2.106810e-01          2.557768e-03
9.696005e-01            10                    5.061238e-01           -1.097892e-01         9.326240e-01        -2.289766e-01          3.059411e-03
9.628273e-01             0                    5.061238e-01           -1.097892e-01         9.326240e-01        -2.289766e-01          3.059411e-03
9.628273e-01             1                    5.124406e-01           -5.841931e-01         8.823552e-01        -2.654913e-01          4.197535e-03
9.628273e-01             2                    5.124406e-01           -5.841931e-01         8.823552e-01        -2.654913e-01          4.197535e-03
9.628273e-01             3                    5.124406e-01           -5.841931e-01         8.823552e-01        -2.654913e-01          4.197535e-03
9.628273e-01             4                    5.025916e-01           -1.078512e+00         9.937216e-01         1.047765e+00          1.982383e-02
9.628273e-01             5                    4.889257e-01           -1.152453e+00         5.939024e-01         9.097921e-02          4.681370e-03
9.628273e-01             6                    4.889257e-01           -1.152453e+00         5.939024e-01         9.097921e-02          4.681370e-03
9.628273e-01             7                    5.257673e-01           -1.078856e+00         6.177442e-01        -1.147596e-01          4.014006e-03
9.628273e-01             8                    5.039975e-01           -8.610663e-01         6.290110e-01        -4.237285e-01          1.868454e-03
9.628273e-01             9                    4.927748e-01           -6.053418e-01         9.260663e-01        -2.286999e-01          5.671209e-03
9.628273e-01            10                    4.855173e-01           -3.892245e-01         8.041853e-01        -2.232271e-01          2.431567e-03
9.561014e-01             0                    4.855173e-01           -3.892245e-01         8.041853e-01        -2.232271e-01          2.431567e-03
9.561014e-01             1                    5.084406e-01           -6.616622e-01         1.295948e+00         8.881745e-01          2.591887e-02
9.561014e-01             2                    4.823564e-01           -4.914288e-01         9.725635e-01        -2.318975e-01          5.227719e-03
9.561014e-01             3                    4.966584e-01           -3.156960e-01         7.452667e-01        -1.245305e-01          2.631852e-03
9.561014e-01             4                    4.878168e-01           -3.295535e-01         6.744485e-01        -3.999850e-02          2.889932e-03
9.561014e-01             5                    5.125520e-01            9.085066e-02         9.155228e-01        -2.208720e-01          2.578718e-03
9.561014e-01             6                    4.896658e-01           -6.626822e-02         8.202870e-01        -1.312479e-01          2.643438e-03
9.561014e-01             7                    5.081436e-01            4.437433e-02         8.661850e-01        -1.765440e-01          2.569297e-03
9.561014e-01             8                    4.855693e-01           -1.719913e-01         6.720004e-01         9.278261e-02          3.339394e-03
9.561014e-01             9                    4.855693e-01           -1.719913e-01         6.720004e-01         9.278261e-02          3.339394e-03
9.561014e-01            10                    5.145297e-01            2.797103e-01         9.446302e-01        -2.460788e-01          3.332216e-03
9.494225e-01             0                    5.145297e-01            2.797103e-01         9.446302e-01        -2.460788e-01          3.332216e-03
9.494225e-01             1                    4.977574e-01            3.534654e-01         8.168179e-01        -2.130001e-01          2.416807e-03
9.494225e-01             2                    4.931733e-01           -1.441632e-01         7.481286e-01        -4.066412e-02          2.905375e-03
9.494225e-01             3                    4.885792e-01           -1.304218e-01         7.400833e-01        -2.208922e-02          2.998611e-03
9.494225e-01             4                    4.885792e-01           -1.304218e-01         7.400833e-01        -2.208922e-02          2.998611e-03
9.494225e-01             5                    5.051015e-01            1.874952e-01         5.873558e-01         2.880486e-01          3.978548e-03
9.494225e-01             6                    4.997005e-01            9.652923e-02         6.411406e-01         2.065712e-01          3.694133e-03
9.494225e-01             7                    4.997005e-01            9.652923e-02         6.411406e-01         2.065712e-01          3.694133e-03
9.494225e-01             8                    5.089332e-01            3.168889e-01         7.120083e-01        -8.137430e-02          2.778940e-03
9.494225e-01             9                    5.208589e-01            3.970861e-01         1.071464e+00        -1.600733e-01          7.046274e-03
9.494225e-01            10                    5.208589e-01            3.970861e-01         1.071464e+00        -1.600733e-01          7.046274e-03
9.427902e-01             0                    5.208589e-01            3.970861e-01         1.071464e+00        -1.600733e-01          7.046274e-03
9.427902e-01             1                    5.194307e-01            5.460919e-01         1.390633e+00         1.086875e+00          2.889334e-02
9.427902e-01             2                    4.881807e-01            6.140060e-01         1.202974e+00         3.423609e-01          1.689843e-02
9.427902e-01             3                    4.881807e-01            6.140060e-01         1.202974e+00         3.423609e-01          1.689843e-02
9.427902e-01             4                    5.031584e-01            1.073038e+00         7.748364e-01         2.011035e-01          9.461712e-03
9.427902e-01             5                    5.031584e-01            1.073038e+00         7.748364e-01         2.011035e-01          9.461712e-03
9.427902e-01             6                    5.025000e-01            5.881363e-01         9.816155e-01        -1.706954e-01          7.266618e-03
9.427902e-01             7                    5.025000e-01            5.881363e-01         9.816155e-01        -1.706954e-01          7.266618e-03
9.427902e-01             8                    5.076361e-01            3.046015e-01         1.262742e+00         1.820196e-01          1.531224e-02
9.427902e-01             9                    5.172896e-01            5.905815e-01         1.512335e+00         2.049434e+00          4.218101e-02
9.427902e-01            10                    4.839010e-01            1.615889e-01         1.309240e+00         2.133119e-01          1.495695e-02
9.362043e-01             0                    4.839010e-01            1.615889e-01         1.309240e+00         2.133119e-01          1.495695e-02
9.362043e-01             1                    4.839010e-01            1.615889e-01         1.309240e+00         2.133119e-01          1.495695e-02
9.362043e-01             2                    4.930817e-01           -1.816301e-01         9.320526e-01        -2.407094e-01          2.927774e-03
9.362043e-01             3                    4.930817e-01           -1.816301e-01         9.320526e-01        -2.407094e-01          2.927774e-03
9.362043e-01             4                    5.033292e-01           -1.267755e-01         1.045664e+00        -2.311856e-01          4.890930e-03
9.362043e-01             5                    4.908069e-01            1.855874e-01         6.549003e-01         1.213761e-01          3.456398e-03
9.362043e-01             6                    5.260074e-01            5.209062e-01         1.070426e+00        -8.532709e-02          8.306276e-03
9.362043e-01             7                    5.009356e-01            3.408805e-01         6.776676e-01        -5.420609e-02          2.901565e-03
9.362043e-01             8                    5.177500e-01            3.081425e-01         1.040297e+00        -2.139736e-01          5.766797e-03
9.362043e-01             9                    4.870965e-01            2.044091e-01         7.800997e-01        -1.130821e-01          2.715790e-03
9.362043e-01            10                    4.870965e-01            2.044091e-01         7.800997e-01        -1.130821e-01          2.715790e-03
9.296644e-01             0                    4.870965e-01            2.044091e-01         7.800997e-01        -1.130821e-01          2.715790e-03
9.296644e-01             1                    4.993936e-01           -9.547393e-03         3.908272e-01         1.469500e+00          7.747702e-03
9.296644e-01             2                    5.191980e-01           -3.024161e-01         3.991978e-01         6.276841e-01          4.796432e-03
