    # BLOCK:          ACTUAL_CV:          CV_AVE:              ERROR:
           1         2.041917e+01         2.041917e+01         0.000000e+00
           2         1.961923e+01         2.001920e+01         2.828220e-01
           3         1.963348e+01         1.989062e+01         2.158032e-01
           4         1.998251e+01         1.991359e+01         1.630703e-01
           5         1.975376e+01         1.988163e+01         1.335528e-01
           6         1.906722e+01         1.974589e+01         1.665525e-01
           7         1.952925e+01         1.971494e+01         1.456065e-01
           8         1.968542e+01         1.971125e+01         1.274524e-01
           9         2.003482e+01         1.974720e+01         1.182532e-01
          10         1.948972e+01         1.972146e+01         1.091952e-01
          11         1.941598e+01         1.969368e+01         1.027391e-01
          12         1.991252e+01         1.971192e+01         9.578235e-02
          13         2.021035e+01         1.975026e+01         9.578135e-02
          14         1.992840e+01         1.976299e+01         8.978097e-02
          15         1.962433e+01         1.975374e+01         8.427008e-02
          16         1.959107e+01         1.974358e+01         7.961412e-02
          17         2.031946e+01         1.977745e+01         8.182120e-02
          18         1.994915e+01         1.978699e+01         7.782965e-02
          19         1.928428e+01         1.976053e+01         7.810122e-02
          20         1.941592e+01         1.974330e+01         7.607317e-02
