    # BLOCK:          ACTUAL_CV:          CV_AVE:              ERROR:
           1         1.144509e+01         1.144509e+01         0.000000e+00
           2         1.146383e+01         1.145446e+01         6.625503e-03
           3         1.169413e+01         1.153435e+01         6.538037e-02
           4         1.166108e+01         1.156603e+01         5.619027e-02
           5         1.150721e+01         1.155427e+01         4.616739e-02
           6         1.145713e+01         1.153808e+01         4.121386e-02
           7         1.162936e+01         1.155112e+01         3.733218e-02
           8         1.151973e+01         1.154719e+01         3.287121e-02
           9         1.138605e+01         1.152929e+01         3.374449e-02
          10         1.156748e+01         1.153311e+01         3.058542e-02
          11         1.157716e+01         1.153711e+01         2.806585e-02
          12         1.146749e+01         1.153131e+01         2.631995e-02
          13         1.152029e+01         1.153046e+01         2.430899e-02
          14         1.162454e+01         1.153718e+01         2.348302e-02
          15         1.141749e+01         1.152920e+01         2.323374e-02
          16         1.157593e+01         1.153212e+01         2.196440e-02
          17         1.153355e+01         1.153221e+01         2.067254e-02
          18         1.140877e+01         1.152535e+01         2.063022e-02
          19         1.148287e+01         1.152311e+01         1.966521e-02
          20         1.148109e+01         1.152101e+01         1.879385e-02
