    # BLOCK:          ACTUAL_CV:          CV_AVE:              ERROR:
           1         1.748350e+01         1.748350e+01         0.000000e+00
           2         1.664980e+01         1.706665e+01         2.947569e-01
           3         1.750393e+01         1.721241e+01         2.297341e-01
           4         1.720936e+01         1.721165e+01         1.723018e-01
           5         1.697744e+01         1.716481e+01         1.440678e-01
           6         1.734252e+01         1.719443e+01         1.230634e-01
           7         1.649905e+01         1.709509e+01         1.399474e-01
           8         1.718521e+01         1.710635e+01         1.229066e-01
           9         1.724684e+01         1.712196e+01         1.102371e-01
          10         1.737413e+01         1.714718e+01         1.020569e-01
          11         1.702330e+01         1.713592e+01         9.339822e-02
          12         1.739124e+01         1.715719e+01         8.800522e-02
          13         1.699436e+01         1.714467e+01         8.212216e-02
          14         1.743495e+01         1.716540e+01         7.883044e-02
          15         1.680668e+01         1.714149e+01         7.711735e-02
          16         1.754327e+01         1.716660e+01         7.627639e-02
          17         1.696973e+01         1.715502e+01         7.266333e-02
          18         1.754282e+01         1.717656e+01         7.174940e-02
          19         1.664312e+01         1.714849e+01         7.326065e-02
          20         1.765615e+01         1.717387e+01         7.386418e-02
