    #generation:          shortest_distance:          average_of_top_200:
           1              3.446383e+01                   4.130637e+01
           2              3.284337e+01                   3.896435e+01
           3              3.093854e+01                   3.662884e+01
           4              2.936356e+01                   3.499628e+01
           5              2.757863e+01                   3.340427e+01
           6              2.635272e+01                   3.168661e+01
           7              2.459856e+01                   2.983175e+01
           8              2.459856e+01                   2.802143e+01
           9              2.289788e+01                   2.663398e+01
          10              2.273498e+01                   2.585375e+01
          11              2.213980e+01                   2.521220e+01
          12              2.128773e+01                   2.474963e+01
          13              2.075304e+01                   2.429359e+01
          14              2.075304e+01                   2.344276e+01
          15              1.995054e+01                   2.294507e+01
          16              1.940176e+01                   2.233173e+01
          17              1.926011e+01                   2.127849e+01
          18              1.919093e+01                   2.105245e+01
          19              1.875825e+01                   2.018971e+01
          20              1.801054e+01                   1.998212e+01
          21              1.707742e+01                   1.993498e+01
          22              1.695236e+01                   1.925543e+01
          23              1.695236e+01                   1.918868e+01
          24              1.649357e+01                   1.866134e+01
          25              1.646974e+01                   1.848907e+01
          26              1.614305e+01                   1.849394e+01
          27              1.614305e+01                   1.829071e+01
          28              1.531120e+01                   1.774528e+01
          29              1.495608e+01                   1.724741e+01
          30              1.453352e+01                   1.681849e+01
          31              1.449262e+01                   1.637944e+01
          32              1.338504e+01                   1.599620e+01
          33              1.338504e+01                   1.538292e+01
          34              1.323493e+01                   1.488327e+01
          35              1.316531e+01                   1.466962e+01
          36              1.215333e+01                   1.435744e+01
          37              1.215333e+01                   1.398496e+01
          38              1.181899e+01                   1.386999e+01
          39              1.181899e+01                   1.346019e+01
          40              1.181899e+01                   1.384821e+01
          41              1.181899e+01                   1.394864e+01
          42              1.181899e+01                   1.403187e+01
          43              1.181899e+01                   1.394629e+01
          44              1.181899e+01                   1.370379e+01
          45              1.153242e+01                   1.373543e+01
          46              1.153242e+01                   1.314738e+01
          47              1.153242e+01                   1.315755e+01
          48              1.153242e+01                   1.268539e+01
          49              1.138773e+01                   1.237345e+01
          50              1.131484e+01                   1.231078e+01
          51              1.131484e+01                   1.218098e+01
          52              1.117015e+01                   1.183581e+01
          53              1.109707e+01                   1.173270e+01
          54              1.102231e+01                   1.176585e+01
          55              1.095238e+01                   1.168959e+01
          56              1.095203e+01                   1.164373e+01
          57              1.045233e+01                   1.173310e+01
          58              1.035009e+01                   1.146348e+01
          59              1.035009e+01                   1.144470e+01
          60              1.035009e+01                   1.107785e+01
          61              1.035009e+01                   1.105279e+01
          62              1.032462e+01                   1.111479e+01
          63              1.032462e+01                   1.099355e+01
          64              1.032193e+01                   1.107521e+01
          65              1.032193e+01                   1.092782e+01
          66              1.032193e+01                   1.097004e+01
          67              1.032193e+01                   1.094427e+01
          68              1.026959e+01                   1.082919e+01
          69              8.516307e+00                   1.084372e+01
          70              8.516307e+00                   1.064658e+01
          71              8.516307e+00                   1.034023e+01
          72              7.985506e+00                   9.613099e+00
          73              7.010804e+00                   9.336203e+00
          74              7.010804e+00                   8.851547e+00
          75              7.010804e+00                   8.300495e+00
          76              6.808649e+00                   8.055121e+00
          77              6.808649e+00                   7.859578e+00
          78              6.640432e+00                   7.423431e+00
          79              6.640432e+00                   7.467327e+00
          80              6.640432e+00                   7.348171e+00
          81              6.490318e+00                   7.327191e+00
          82              6.490318e+00                   7.330169e+00
          83              6.490318e+00                   7.289316e+00
          84              6.490318e+00                   7.092689e+00
          85              6.490318e+00                   6.943684e+00
          86              6.461815e+00                   6.985763e+00
          87              6.461815e+00                   7.197976e+00
          88              6.331919e+00                   7.007442e+00
          89              6.331919e+00                   7.056805e+00
          90              6.331919e+00                   7.390153e+00
          91              6.331919e+00                   7.597845e+00
          92              6.331919e+00                   7.891631e+00
          93              6.331919e+00                   8.083283e+00
          94              6.331919e+00                   7.855518e+00
          95              6.331919e+00                   7.822471e+00
          96              6.331919e+00                   7.353622e+00
          97              6.331919e+00                   7.257684e+00
          98              6.331919e+00                   6.966824e+00
          99              6.331919e+00                   6.936150e+00
         100              6.331919e+00                   7.081124e+00
         101              6.331919e+00                   6.962073e+00
         102              6.331919e+00                   6.821325e+00
         103              6.331919e+00                   7.407470e+00
         104              6.331919e+00                   7.715371e+00
         105              6.331919e+00                   7.918991e+00
         106              6.331919e+00                   7.999930e+00
         107              6.331919e+00                   7.996300e+00
         108              6.331919e+00                   7.929697e+00
         109              6.331919e+00                   7.746858e+00
         110              6.331919e+00                   7.619468e+00
         111              6.331919e+00                   7.315709e+00
         112              6.331919e+00                   7.026750e+00
         113              6.331919e+00                   6.832785e+00
         114              6.331919e+00                   6.792642e+00
         115              6.331919e+00                   6.843748e+00
         116              6.331919e+00                   6.877328e+00
         117              6.331919e+00                   6.716675e+00
         118              6.331919e+00                   6.692167e+00
         119              6.331919e+00                   6.811326e+00
         120              6.331919e+00                   6.784536e+00
         121              6.331919e+00                   6.898645e+00
         122              6.261429e+00                   6.871872e+00
         123              6.261429e+00                   6.896709e+00
         124              6.261429e+00                   7.077998e+00
         125              6.261429e+00                   6.972219e+00
         126              6.261429e+00                   6.764180e+00
         127              6.261429e+00                   6.645168e+00
         128              6.261429e+00                   6.559747e+00
         129              6.261429e+00                   6.600865e+00
         130              6.261429e+00                   6.484516e+00
         131              6.261429e+00                   6.488961e+00
         132              6.261429e+00                   6.637893e+00
         133              6.261429e+00                   6.445438e+00
         134              6.261429e+00                   6.441251e+00
         135              6.261429e+00                   6.449834e+00
         136              6.261429e+00                   6.574981e+00
         137              6.261429e+00                   6.694465e+00
         138              6.261429e+00                   6.441518e+00
         139              6.261429e+00                   6.490157e+00
         140              6.261429e+00                   6.618788e+00
         141              6.261429e+00                   6.379435e+00
         142              6.261429e+00                   6.705560e+00
