    # BLOCK:          ACTUAL_X:          X_AVE:              ERROR:
           1         8.218656e+01         8.218656e+01         0.000000e+00
           2         8.260956e+01         8.239806e+01         1.495531e-01
           3         8.337333e+01         8.272315e+01         2.835442e-01
           4         8.279300e+01         8.274061e+01         2.131952e-01
           5         8.352433e+01         8.289736e+01         2.207815e-01
           6         8.469956e+01         8.319772e+01         3.302026e-01
           7         8.542344e+01         8.351568e+01         4.083657e-01
           8         8.343956e+01         8.350617e+01         3.574308e-01
           9         8.472811e+01         8.364194e+01         3.425337e-01
          10         8.375667e+01         8.365341e+01         3.084724e-01
          11         8.347733e+01         8.363740e+01         2.808445e-01
          12         8.331544e+01         8.361057e+01         2.587192e-01
          13         8.294800e+01         8.355961e+01         2.437862e-01
          14         8.530589e+01         8.368434e+01         2.563046e-01
          15         8.700322e+01         8.390560e+01         3.208065e-01
          16         8.460300e+01         8.394919e+01         3.037027e-01
          17         8.668600e+01         8.411018e+01         3.257241e-01
          18         8.387611e+01         8.409717e+01         3.078878e-01
          19         8.225856e+01         8.400040e+01         3.065135e-01
          20         8.546244e+01         8.407351e+01         2.997783e-01
