    # BLOCK:          ACTUAL_X:          X_AVE:              ERROR:
           1         1.300483e+02         1.300483e+02         0.000000e+00
           2         1.274504e+02         1.287493e+02         9.184846e-01
           3         1.264496e+02         1.279828e+02         8.756144e-01
           4         1.224183e+02         1.265916e+02         1.372110e+00
           5         1.295284e+02         1.271790e+02         1.216925e+00
           6         1.238451e+02         1.266233e+02         1.133887e+00
           7         1.267609e+02         1.266430e+02         9.720731e-01
           8         1.246833e+02         1.263980e+02         8.808874e-01
           9         1.259009e+02         1.263428e+02         7.847407e-01
          10         1.256491e+02         1.262734e+02         7.093264e-01
          11         1.251843e+02         1.261744e+02         6.517163e-01
          12         1.257344e+02         1.261377e+02         5.984372e-01
          13         1.308101e+02         1.264972e+02         6.514535e-01
          14         1.294068e+02         1.267050e+02         6.372113e-01
          15         1.266387e+02         1.267006e+02         5.947459e-01
          16         1.234368e+02         1.264966e+02         5.915222e-01
          17         1.256324e+02         1.264457e+02         5.589068e-01
          18         1.274039e+02         1.264990e+02         5.303851e-01
          19         1.295061e+02         1.266572e+02         5.255545e-01
          20         1.239996e+02         1.265244e+02         5.158025e-01
