    # BLOCK:          ACTUAL_X:          X_AVE:              ERROR:
           1         8.205380e+02         8.205380e+02         0.000000e+00
           2         7.295370e+02         7.750375e+02         3.217371e+01
           3         8.220620e+02         7.907123e+02         2.497731e+01
           4         7.267590e+02         7.747240e+02         2.329474e+01
           5         7.525560e+02         7.702904e+02         1.905303e+01
           6         7.825290e+02         7.723302e+02         1.598634e+01
           7         6.981073e+02         7.617269e+02         1.685612e+01
           8         7.778620e+02         7.637438e+02         1.486928e+01
           9         7.264385e+02         7.595987e+02         1.378278e+01
          10         7.693345e+02         7.605723e+02         1.243884e+01
          11         7.954792e+02         7.637457e+02         1.170582e+01
          12         7.473080e+02         7.623759e+02         1.081019e+01
          13         7.946163e+02         7.648559e+02         1.025917e+01
          14         7.927015e+02         7.668449e+02         9.717264e+00
          15         7.843842e+02         7.680142e+02         9.139527e+00
          16         6.734765e+02         7.621056e+02         1.030269e+01
          17         6.786867e+02         7.571986e+02         1.080219e+01
          18         7.304645e+02         7.557133e+02         1.030366e+01
          19         7.121427e+02         7.534202e+02         1.001330e+01
          20         7.404807e+02         7.527732e+02         9.533514e+00
